counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/first_language,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/gender,consent_prescreening.block_1/age_years,consent_prescreening.block_1/declare_consent,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,response.rt,response.duration,rt,corr,feedback.started,feedback.stopped,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_touch.clicked_name,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,409.2695,410.5464,s,1,0.6027,,0.6027,1,410.5505,411.0466,411.0469,411.0478,-0.32870369,0.222222222,0,0,0,,0,128,128,555,1,556,MAS,DIS,150,1,ciervo,la,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,411.0515,413.6966,,0,,,0.6027,-1,413.7002,414.1959,414.1962,414.197,-0.392592578,0.27870369,0,0,0,,0,129,129,202,1,203,FEM,AGR,150,0,niebla,la,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,414.2008,416.1005,s,1,1.216,,1.216,1,416.1015,416.5961,416.6009,416.6024,-0.392592578,0.27870369,0,0,0,,0,130,130,477,1,478,FEM,DIS,150,1,perdiz,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,416.6042,417.3644,l,1,0.0738,,0.0738,1,417.3647,417.8629,417.8633,417.8642,-0.394444444,0.280555556,0,0,0,,0,131,131,40,1,41,FEM,AGR,150,0,cruz,la,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,417.8676,419.0456,s,1,0.4896,,0.4896,1,419.0463,419.5341,419.5342,419.5345,-0.394444444,0.280555556,0,0,0,,0,132,132,446,1,447,FEM,AGR,150,1,avispa,la,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,419.5364,420.7628,l,1,0.5539,,0.5539,1,420.7635,421.253,421.2531,421.2537,-0.394444444,0.280555556,0,0,0,,0,133,133,47,1,48,FEM,DIS,150,0,fase,el,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,421.2578,422.6328,s,0,0.7096,,0.7096,0,422.6359,423.1351,423.1354,423.1357,-0.394444444,0.280555556,0,0,0,,0,134,134,214,1,215,MAS,AGR,150,0,modo,el,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,423.1389,424.1296,s,0,0.3199,,0.3199,0,424.1303,424.6349,424.635,424.6355,-0.394444444,0.280555556,0,0,0,,0,135,135,39,1,40,FEM,DIS,150,0,gira,el,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,424.6385,425.3183,l,1,0.0009,,0.0009,1,425.3197,425.8123,425.8179,425.821,-0.394444444,0.280555556,0,0,0,,0,136,136,339,1,340,MAS,DIS,150,0,patio,la,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,425.8233,428.4626,,0,,,0.0009,-1,428.4673,428.9615,428.9616,428.9621,-0.423148134,0.320370356,0,0,0,,0,137,137,131,1,132,FEM,DIS,150,0,selva,el,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,428.9667,430.9769,s,1,1.3357,,1.3357,1,430.9785,431.4777,431.4778,431.4781,-0.419444444,0.315740734,0,0,0,,0,138,138,436,1,437,FEM,AGR,150,1,mosca,la,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,431.4814,432.4162,s,0,0.2617,,0.2617,0,432.4189,432.9115,432.9117,432.9119,-0.419444444,0.315740734,0,0,0,,0,139,139,8,1,9,FEM,AGR,150,0,cama,la,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,432.9168,435.5599,,0,,,0.2617,-1,435.5616,436.06,436.06,436.0601,-0.435185157,0.336111111,0,0,0,,0,140,140,394,1,395,MAS,AGR,150,0,ladrón,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,436.0629,438.2154,s,0,1.4907,,1.4907,0,438.2172,438.7117,438.7182,438.7204,-0.452777778,0.362037034,0,0,0,,0,141,141,240,1,241,MAS,AGR,150,0,lujo,el,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,438.7229,439.6777,l,1,0.2844,,0.2844,1,439.681,440.1779,440.178,440.1787,-0.452777778,0.361111111,0,0,0,,0,142,142,157,1,158,FEM,DIS,150,0,abuela,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,440.1826,442.6105,l,1,1.7508,,1.7508,1,442.6107,443.1115,443.1116,443.112,-0.49351849,0.400925922,0,0,0,,0,143,143,350,1,351,MAS,AGR,150,0,cuerpo,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,443.1166,445.7593,,0,,,1.7508,-1,445.7612,446.2598,446.26,446.2603,-0.525925912,0.425925922,0,0,0,,0,144,144,517,1,518,MAS,DIS,150,1,koala,la,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,446.2644,448.5323,s,0,1.5955,,1.5955,0,448.5352,449.0286,449.0289,449.0298,-0.534259245,0.425,0,0,0,,0,145,145,9,1,10,FEM,DIS,150,0,niña,el,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,449.0343,451.6767,,0,,,1.5955,-1,451.6794,452.1773,452.1775,452.178,-0.554629623,0.455555556,0,0,0,,0,146,146,260,1,261,MAS,AGR,150,0,clan,el,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,452.182,453.5257,s,0,0.6677,,0.6677,0,453.5274,454.0272,454.0322,454.0345,-0.562037023,0.462037036,0,0,0,,0,147,147,206,1,207,FEM,AGR,150,0,lógica,la,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,454.0369,456.677,,0,,,0.6677,-1,456.6808,457.1761,457.1761,457.1765,-0.595370356,0.487037036,0,0,0,,0,148,148,441,1,442,FEM,DIS,150,1,gacela,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,457.1804,458.5931,s,0,0.7382,,0.7382,0,458.596,459.0927,459.0928,459.0932,-0.595370356,0.487037036,0,0,0,,0,149,149,107,1,108,FEM,DIS,150,0,celda,el,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,459.0974,461.7425,,0,,,0.7382,-1,461.748,462.2425,462.2425,462.2427,-0.595370356,0.487037036,0,0,0,,0,150,150,449,1,450,FEM,DIS,150,1,víbora,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,462.2464,463.6247,s,0,0.7024,,0.7024,0,463.6263,464.1246,464.1246,464.1248,-0.595370356,0.487037036,0,0,0,,0,151,151,29,1,30,FEM,DIS,150,0,moda,el,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,464.1265,465.2412,l,1,0.4349,,0.4349,1,465.2432,465.7414,465.7441,465.7454,-0.595370356,0.487037036,0,0,0,,0,152,152,158,1,159,FEM,AGR,150,0,salida,la,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,465.7462,467.9771,l,0,1.5524,,1.5524,0,467.9823,468.4764,468.4765,468.4769,-0.595370356,0.487037036,0,0,0,,0,153,153,550,1,551,MAS,AGR,150,1,ratón,el,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,468.4826,471.1246,,0,,,1.5524,-1,471.1267,471.6257,471.6259,471.6261,-0.595370356,0.487037036,0,0,0,,0,154,154,154,1,155,FEM,AGR,150,0,basura,la,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,471.6302,472.8423,l,0,0.54,,0.54,0,472.8466,473.3415,473.3416,473.342,-0.595370356,0.487037036,0,0,0,,0,155,155,472,1,473,FEM,AGR,150,1,paloma,la,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,473.3462,475.9904,,0,,,0.54,-1,475.9924,476.4916,476.4917,476.492,-0.546296289,0.424074072,0,0,0,,0,156,156,101,1,102,FEM,DIS,150,0,tarea,el,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,476.4958,478.2421,s,0,1.0698,,1.0698,0,478.2474,478.7406,478.7408,478.741,-0.5824074,0.4287037,0,0,0,,0,157,157,271,1,272,MAS,DIS,150,0,amor,la,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,478.7447,479.8582,l,0,0.4373,,0.4373,0,479.8586,480.3586,480.3641,480.367,-0.5824074,0.4287037,0,0,0,,0,158,158,540,1,541,MAS,AGR,150,1,pulpo,el,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,480.3698,483.008,,0,,,0.4373,-1,483.0107,483.5085,483.5087,483.5091,-0.5824074,0.4287037,0,0,0,,0,159,159,445,1,446,FEM,DIS,150,1,urraca,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,483.5137,484.547,l,1,0.3613,,0.3613,1,484.5496,485.0413,485.0416,485.0427,-0.5824074,0.4287037,0,0,0,,0,160,160,43,1,44,FEM,DIS,150,0,masa,el,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,485.0454,486.175,l,0,0.4534,,0.4534,0,486.1777,486.676,486.6763,486.6769,-0.5824074,0.4287037,0,0,0,,0,161,161,431,1,432,FEM,DIS,150,1,morsa,el,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,486.6799,489.3305,,0,,,0.4534,-1,489.3331,489.825,489.8255,489.8263,-0.575,0.431481478,0,0,0,,0,162,162,533,1,534,MAS,DIS,150,1,cerdo,la,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,489.8299,491.2573,s,1,0.7655,,0.7655,1,491.2599,491.7575,491.7582,491.759,-0.579629623,0.450925922,0,0,0,,0,163,163,512,1,513,MAS,AGR,150,1,narval,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,491.7618,493.2818,l,1,0.8495,,0.8495,1,493.2819,493.7744,493.7787,493.7806,-0.579629623,0.450925922,0,0,0,,0,164,164,336,1,337,MAS,AGR,150,0,plato,el,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,493.7839,494.7124,l,1,0.2487,,0.2487,1,494.7128,495.2084,495.2085,495.2093,-0.583333333,0.449074072,0,0,0,,0,165,165,153,1,154,FEM,DIS,150,0,cárcel,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,495.2123,496.249,l,0,0.3646,,0.3646,0,496.2513,496.741,496.7415,496.7424,-0.583333333,0.452777778,0,0,0,,0,166,166,535,1,536,MAS,DIS,150,1,piojo,la,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,496.7462,499.3916,,0,,,0.3646,-1,499.3947,499.8916,499.8918,499.8927,-0.577777778,0.449074072,0,0,0,,0,167,167,404,1,405,MAS,AGR,150,0,chiste,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,499.8971,502.5409,,0,,,0.3646,-1,502.5414,503.0406,503.0411,503.0422,-0.577777778,0.449074072,0,0,0,,0,168,168,532,1,533,MAS,AGR,150,1,perro,el,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,503.0465,503.7465,s,1,0.0331,,0.0331,1,503.7481,504.2397,504.2431,504.2444,-0.577777778,0.449074072,0,0,0,,0,169,169,506,1,507,MAS,AGR,150,1,gecko,el,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,504.2462,506.8908,,0,,,0.0331,-1,506.8943,507.3943,507.3943,507.3945,-0.577777778,0.449074072,0,0,0,,0,170,170,171,1,172,FEM,DIS,150,0,gracia,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,507.3956,510.044,,0,,,0.0331,-1,510.0442,510.5394,510.5398,510.5405,-0.577777778,0.449074072,0,0,0,,0,171,171,197,1,198,FEM,DIS,150,0,agenda,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,510.544,513.0227,l,1,1.8019,,1.8019,1,513.0267,513.5113,513.5115,513.5119,-0.577777778,0.449074072,0,0,0,,0,172,172,263,1,264,MAS,DIS,150,0,yate,la,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,513.5143,514.7317,l,1,0.549,,0.549,1,514.7319,515.2231,515.2236,515.2243,-0.577777778,0.449074072,0,0,0,,0,173,173,191,1,192,FEM,DIS,150,0,actriz,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,515.2283,517.86,l,0,1.9626,,1.9626,0,517.864,518.3558,518.3559,518.3566,-0.579629623,0.470370369,0,0,0,,0,174,174,423,1,424,FEM,DIS,150,1,loba,el,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,518.3615,521.005,,0,,,1.9626,-1,521.008,521.5048,521.5075,521.5084,-0.579629623,0.470370369,0,0,0,,0,175,175,138,1,139,FEM,AGR,150,0,verdad,la,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,521.5092,522.1996,l,1,0.0043,,0.0043,1,522.2009,522.7045,522.7048,522.7053,-0.579629623,0.470370369,0,0,0,,0,176,176,127,1,128,FEM,DIS,150,0,oreja,el,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,522.7075,523.5213,l,1,0.1474,,0.1474,1,523.5216,524.0221,524.0223,524.023,-0.579629623,0.470370369,0,0,0,,0,177,177,380,1,381,MAS,AGR,150,0,efecto,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,524.0251,525.4385,s,0,0.7327,,0.7327,0,525.4407,525.9379,525.9381,525.9384,-0.579629623,0.470370369,0,0,0,,0,178,178,375,1,376,MAS,DIS,150,0,código,la,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,525.9405,527.0225,l,1,0.4065,,0.4065,1,527.0251,527.5255,527.5256,527.526,-0.579629623,0.470370369,0,0,0,,0,179,179,172,1,173,FEM,AGR,150,0,camisa,la,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,527.5293,528.5626,s,0,0.3581,,0.3581,0,528.5659,529.0548,529.0604,529.0622,-0.579629623,0.470370369,0,0,0,,0,180,180,100,1,101,FEM,AGR,150,0,magia,la,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,529.0644,531.3873,s,0,1.6582,,1.6582,0,531.3876,531.8875,531.8877,531.888,-0.579629623,0.470370369,0,0,0,,0,181,181,368,1,369,MAS,AGR,150,0,estilo,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,531.8923,534.5373,,0,,,1.6582,-1,534.5395,535.0374,535.0376,535.0381,-0.579629623,0.470370369,0,0,0,,0,182,182,402,1,403,MAS,AGR,150,0,helado,el,6,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,535.0436,536.1202,s,0,0.4096,,0.4096,0,536.1219,536.6198,536.6198,536.6201,-0.579629623,0.470370369,0,0,0,,0,183,183,113,1,114,FEM,DIS,150,0,salsa,el,5,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,536.6229,538.3369,l,1,1.0424,,1.0424,1,538.3389,538.8368,538.8369,538.8373,-0.579629623,0.470370369,0,0,0,,0,184,184,49,1,50,FEM,DIS,150,0,vela,el,4,,,,,
,,,,,,,d1a05a2052b6ffc8bdf2aa06,67d30250bc6dd184d4aaad81,67d80b68c77378bcb2675540,2025-03-17_17h19.20.281,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,538.8405,539.5368,s,0,0.0209,,0.0209,0,539.5412,540.0365,540.0366,547.6122,-0.520370356,-0.061111111,0,0,0,space,0,185,185,396,1,397,MAS,AGR,150,0,jurado,el,6,,7.5376,,,
