counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/declare_consent,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,instr_done_keyboard.rt,instr_done_keyboard.duration,presentTrial.started,presentTrial.stopped,response.keys,response.corr,response.rt,response.duration,rt,corr,feedback.started,feedback.stopped,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_touch.clicked_name,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
1,3,"[""over_18"",""comfortable"",""read_info"",""consent_given""]",29,M,"[""none""]","[""spanish""]",1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,26.9061,26.9064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,26.9429,33.2882,,-0.027777778,-0.425463019,1,0,0,instr_done_button,0,0,0,0,1,1,instructions,"INSTRUCCIONES
Va a realizar una prueba de clasificación de palabras. Desde comienzo de la prueba siempre mire al centro de la pantalla. Al cabo de un momento, aparecerán palabras. La tarea consiste en determinar si la palabra del centro (siempre será un sustantivo) se refiere un animal (no humano).

Pulse la tecla ESPACIO para continuar.",0,keyboardresponseNA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,33.293,37.3042,space,-0.027777778,-0.425463019,0,0,0,,0,1,1,1,1,2,instructions,"En el teclado de su dispositivo, pulse la tecla ""L"" para las palabras que se refieren a animales (por ejemplo: ""buey"") y la tecla ""S"" para las palabras que no se refieren a animales (por ejemplo: ""vecino"").

Pulse la tecla ESPACIO para continuar.",1,keyboardresponseNA.png,3.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,37.3117,38.6937,space,-0.027777778,-0.425463019,0,0,0,,0,2,2,2,1,3,instructions,"Es muy importante que responda con la mayor rapidez y precisión posibles, ya que cada cadena de letras sólo estará en pantalla durante un instante. Si no responde en ese tiempo, aparecerá el mensaje ""Muy lento"" y el experimento pasará a la siguiente palabra. Los primeros 15 intentos serán de práctica y habrá dos descansos durante la prueba.
Pulse la tecla ESPACIO para iniciar la parte de práctica.",0,keyboardresponseNA.png,1.3588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,85.2549,89.5826,space,0.521759288,0.1625,0,0,0,,,,,,,,,,,,4.3077,,89.7116,90.8745,s,1,0.4859,,0.4859,1,90.8747,91.3744,91.375,91.3829,0.521759288,0.1625,0,0,0,,0,0,0,200,1,201,FEM,DIS,150,0,huella,el,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,91.3861,92.449,s,1,0.3991,,0.3991,1,92.4492,92.9406,92.9407,92.941,0.521759288,0.1625,0,0,0,,0,1,1,346,1,347,MAS,DIS,150,0,dinero,la,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,92.9429,93.9572,s,1,0.3326,,0.3326,1,93.9573,94.4568,94.4595,94.4613,0.521759288,0.1625,0,0,0,,0,2,2,8,1,9,FEM,DIS,150,0,cama,el,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,94.4633,95.4404,s,1,0.3045,,0.3045,1,95.4406,95.9401,95.9402,95.9405,0.521759288,0.1625,0,0,0,,0,3,3,281,1,282,MAS,AGR,150,0,juego,el,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,95.9425,97.0399,s,1,0.4201,,0.4201,1,97.0401,97.5398,97.5402,97.5408,0.521759288,0.1625,0,0,0,,0,4,4,394,1,395,MAS,DIS,150,0,ladrón,la,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,97.5429,98.5561,s,1,0.3343,,0.3343,1,98.5564,99.0568,99.057,99.0574,0.521759288,0.1625,0,0,0,,0,5,5,290,1,291,MAS,DIS,150,0,error,la,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,99.0603,100.2728,l,1,0.5215,,0.5215,1,100.2729,100.7722,100.7723,100.7724,0.521759288,0.1625,0,0,0,,0,6,6,420,1,421,FEM,DIS,150,1,rata,el,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,100.7741,101.8554,s,1,0.4084,,0.4084,1,101.8556,102.3558,102.3559,102.3561,0.521759288,0.1625,0,0,0,,0,7,7,47,1,48,FEM,AGR,150,0,fase,la,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,102.358,103.3715,s,1,0.3348,,0.3348,1,103.3716,103.8719,103.8744,103.8755,0.521759288,0.1625,0,0,0,,0,8,8,197,1,198,FEM,AGR,150,0,agenda,la,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,103.8774,105.0216,s,1,0.4675,,0.4675,1,105.0218,105.5212,105.5213,105.5216,0.521759288,0.1625,0,0,0,,0,9,9,40,1,41,FEM,DIS,150,0,cruz,el,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,105.5232,106.5117,s,1,0.3165,,0.3165,1,106.5119,107.0104,107.0105,107.011,0.521759288,0.1625,0,0,0,,0,10,10,84,1,85,FEM,DIS,150,0,tarde,el,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,107.0127,108.0449,s,1,0.3674,,0.3674,1,108.045,108.5435,108.5435,108.5438,0.521759288,0.1625,0,0,0,,0,11,11,46,1,47,FEM,DIS,150,0,fuga,el,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,108.5458,109.5283,s,1,0.3143,,0.3143,1,109.5284,110.0207,110.0208,110.021,0.521759288,0.1625,0,0,0,,0,12,12,340,1,341,MAS,DIS,150,0,cable,la,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,110.0234,110.9707,s,1,0.2736,,0.2736,1,110.9709,111.4703,111.4731,111.4744,0.521759288,0.1625,0,0,0,,0,13,13,226,1,227,MAS,DIS,150,0,hijo,la,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,111.4759,112.4533,s,1,0.3021,,0.3021,1,112.4534,112.9532,112.9533,112.9534,0.521759288,0.1625,0,0,0,,0,14,14,7,1,8,FEM,AGR,150,0,cara,la,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,112.9567,113.903,s,1,0.2624,,0.2624,1,113.9031,114.4027,114.4028,114.4028,0.521759288,0.1625,0,0,0,,0,15,15,10,1,11,FEM,DIS,150,0,ropa,el,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,114.4049,115.4526,s,1,0.3672,,0.3672,1,115.4527,115.9528,115.953,115.9532,0.521759288,0.1625,0,0,0,,0,16,16,154,1,155,FEM,DIS,150,0,basura,el,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,115.9553,116.952,s,1,0.317,,0.317,1,116.9522,117.4521,117.4521,117.4524,0.521759288,0.1625,0,0,0,,0,17,17,364,1,365,MAS,DIS,150,0,abuelo,la,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,117.4544,118.4854,s,1,0.3497,,0.3497,1,118.4855,118.9851,118.9852,118.9855,0.521759288,0.1625,0,0,0,,0,18,18,212,1,213,MAS,DIS,150,0,plan,la,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,118.988,120.0019,s,1,0.333,,0.333,1,120.002,120.5016,120.5046,120.5064,0.521759288,0.1625,0,0,0,,0,19,19,218,1,219,MAS,DIS,150,0,voto,la,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,120.5079,121.5532,l,1,0.3779,,0.3779,1,121.5533,122.0514,122.0515,122.0518,0.521759288,0.1625,0,0,0,,0,20,20,546,1,547,MAS,DIS,150,1,gorila,la,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,122.0537,123.0842,s,1,0.3549,,0.3549,1,123.0844,123.573,123.5731,123.5732,0.521759288,0.1625,0,0,0,,0,21,21,48,1,49,FEM,DIS,150,0,fama,el,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,123.5742,124.6338,s,1,0.3854,,0.3854,1,124.634,125.1336,125.1338,125.134,0.521759288,0.1625,0,0,0,,0,22,22,66,1,67,FEM,DIS,150,0,bota,el,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,125.1359,126.1505,l,1,0.3405,,0.3405,1,126.1506,126.6499,126.65,126.6502,0.521759288,0.1625,0,0,0,,0,23,23,440,1,441,FEM,DIS,150,1,grulla,el,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,126.653,127.7168,l,1,0.3814,,0.3814,1,127.717,128.2167,128.2167,128.217,0.521759288,0.1625,0,0,0,,0,24,24,482,1,483,FEM,DIS,150,1,piraña,el,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,128.2187,129.1998,s,1,0.3061,,0.3061,1,129.2,129.6994,129.7021,129.7033,0.521759288,0.1625,0,0,0,,0,25,25,370,1,371,MAS,DIS,150,0,camión,la,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,129.7045,130.6994,s,1,0.3177,,0.3177,1,130.6995,131.1994,131.1995,131.1998,0.521759288,0.1625,0,0,0,,0,26,26,189,1,190,FEM,AGR,150,0,moneda,la,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,131.2018,132.2323,s,1,0.3512,,0.3512,1,132.2325,132.7323,132.7324,132.7324,0.521759288,0.1625,0,0,0,,0,27,27,250,1,251,MAS,DIS,150,0,giro,la,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,132.7348,133.7485,l,1,0.3327,,0.3327,1,133.7487,134.2485,134.2485,134.2487,0.521759288,0.1625,0,0,0,,0,28,28,554,1,555,MAS,DIS,150,1,gallo,la,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,134.251,135.2485,s,1,0.3216,,0.3216,1,135.2485,135.7481,135.7482,135.7484,0.521759288,0.1625,0,0,0,,0,29,29,412,1,413,MAS,DIS,150,0,cuadro,la,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,135.7503,137.048,s,1,0.6188,,0.6188,1,137.0481,137.5485,137.5509,137.5533,0.521759288,0.1625,0,0,0,,0,30,30,309,1,310,MAS,AGR,150,0,color,el,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,137.5556,138.6308,l,1,0.4056,,0.4056,1,138.6311,139.1309,139.1313,139.1316,0.521759288,0.1625,0,0,0,,0,31,31,534,1,535,MAS,DIS,150,1,pollo,la,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,139.134,140.098,l,1,0.29,,0.29,1,140.0983,140.5969,140.597,140.5971,0.521759288,0.1625,0,0,0,,0,32,32,464,1,465,FEM,DIS,150,1,cabra,el,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,140.5989,141.6474,s,1,0.3699,,0.3699,1,141.6476,142.1474,142.1474,142.1477,0.521759288,0.1625,0,0,0,,0,33,33,103,1,104,FEM,AGR,150,0,costa,la,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,142.1502,143.1631,l,1,0.3348,,0.3348,1,143.1632,143.6706,143.6706,143.6708,0.521759288,0.1625,0,0,0,,0,34,34,469,1,470,FEM,AGR,150,1,araña,la,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,143.6723,144.6798,s,1,0.3337,,0.3337,1,144.6799,145.1793,145.1794,145.1795,0.521759288,0.1625,0,0,0,,0,35,35,6,1,7,FEM,DIS,150,0,hija,el,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,145.181,146.2628,s,0,0.4029,,0.4029,0,146.2646,146.7627,146.7657,146.7672,0.521759288,0.1625,0,0,0,,0,36,36,544,1,545,MAS,DIS,150,1,coyote,la,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,146.7694,147.8956,s,1,0.4497,,0.4497,1,147.8969,148.3955,148.3955,148.3958,0.521759288,0.1625,0,0,0,,0,37,37,153,1,154,FEM,AGR,150,0,cárcel,la,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,148.3982,149.4286,l,1,0.3531,,0.3531,1,149.4287,149.9283,149.9284,149.9285,0.521759288,0.1625,0,0,0,,0,38,38,536,1,537,MAS,DIS,150,1,tigre,la,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,149.9313,151.0118,s,1,0.3997,,0.3997,1,151.0119,151.5115,151.5116,151.5116,0.521759288,0.1625,0,0,0,,0,39,39,86,1,87,FEM,DIS,150,0,llave,el,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,151.5136,152.5166,l,1,0.3325,,0.3325,1,152.5168,153.0112,153.0114,153.0116,0.521759288,0.1625,0,0,0,,0,40,40,478,1,479,FEM,DIS,150,1,nutria,el,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,153.0142,154.0776,s,1,0.3814,,0.3814,1,154.0776,154.5778,154.5806,154.582,0.521759288,0.1625,0,0,0,,0,41,41,96,1,97,FEM,DIS,150,0,época,el,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,154.5828,155.7939,s,1,0.5336,,0.5336,1,155.794,156.2937,156.2939,156.294,0.521759288,0.1625,0,0,0,,0,42,42,131,1,132,FEM,AGR,150,0,selva,la,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,156.2963,157.2934,s,1,0.3134,,0.3134,1,157.2935,157.7938,157.794,157.7945,0.521759288,0.1625,0,0,0,,0,43,43,219,1,220,MAS,AGR,150,0,club,el,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,157.7968,158.9099,l,1,0.4192,,0.4192,1,158.9101,159.41,159.4101,159.4105,0.521759288,0.1625,0,0,0,,0,44,44,484,1,485,FEM,DIS,150,1,víbora,el,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,159.4125,160.4267,s,1,0.3377,,0.3377,1,160.4268,160.9262,160.9263,160.9265,0.521759288,0.1625,0,0,0,,0,45,45,227,1,228,MAS,AGR,150,0,odio,el,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,160.9287,162.0594,s,1,0.4488,,0.4488,1,162.0595,162.5595,162.5596,162.5597,0.521759288,0.1625,0,0,0,,0,46,46,397,1,398,MAS,AGR,150,0,cheque,el,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,162.5616,163.7087,s,1,0.4726,,0.4726,1,163.7088,164.2087,164.2116,164.2128,0.521759288,0.1625,0,0,0,,0,47,47,128,1,129,FEM,DIS,150,0,tarta,el,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,164.2142,165.5254,s,0,0.6394,,0.6394,0,165.5269,166.0251,166.0251,166.0253,0.521759288,0.1625,0,0,0,,0,48,48,512,1,513,MAS,DIS,150,1,narval,la,6,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,166.0275,167.0919,l,1,0.3876,,0.3876,1,167.0932,167.5912,167.5912,167.5914,0.521759288,0.1625,0,0,0,,0,49,49,492,1,493,MAS,DIS,150,1,pato,la,4,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,167.5925,168.7577,s,1,0.4824,,0.4824,1,168.7578,169.2577,169.2578,169.258,0.521759288,0.1625,0,0,0,,0,50,50,77,1,78,FEM,AGR,150,0,amiga,la,5,,,,,
,,,,,,,1586ad868bc456c488a71b07,67d30250bc6dd184d4aaad81,67d894f4b75d8f67fa629cee,2025-03-17_22h35.14.236,Tarea de clasificación semántica,2024.2.5,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,169.2595,170.3109,l,1,0.3694,,0.3694,1,170.311,170.8074,170.8076,170.8076,0.521759288,0.1625,0,0,0,,0,51,51,545,1,546,MAS,AGR,150,1,conejo,el,6,,,,,
