counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/declare_consent,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,response.rt,response.duration,rt,corr,feedback.started,feedback.stopped,instr_done_keyboard.rt,instr_done_keyboard.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
0,0,"[""over_18"",""comfortable"",""read_info"",""consent_given""]",24,M,"[""none""]","[""english"",""spanish""]",9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,20.0557,20.0559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,20.067,21.3369,,-0.137037037,-0.387037037,1,0,0,instr_done_button,0,0,0,0,1,1,instructions,"INSTRUCCIONES
Va a realizar una prueba de clasificación de palabras. Desde comienzo de la prueba siempre mire al centro de la pantalla. Al cabo de un momento, aparecerán palabras. La tarea consiste en determinar si la palabra del centro (siempre será un sustantivo) se refiere un animal (no humano).

Pulse la tecla ESPACIO para continuar.",0,keyboardresponseAN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,21.3401,24.0181,,-0.137037037,-0.387037037,1,0,0,instr_done_button,0,1,1,1,1,2,instructions,"En el teclado de su dispositivo, pulse la tecla ""S"" para las palabras que se refieren a animales (por ejemplo: ""buey"") y la tecla ""L"" para las palabras que no se refieren a animales (por ejemplo: ""vecino"").
Pulse la tecla ESPACIO para continuar.",1,keyboardresponseAN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,24.0236,25.2171,,-0.137037037,-0.387037037,1,0,0,instr_done_button,0,2,2,2,1,3,instructions,"Es muy importante que responda con la mayor rapidez y precisión posibles, ya que cada cadena de letras sólo estará en pantalla durante un instante. Si no responde en ese tiempo, aparecerá el mensaje ""Muy lento"" y el experimento pasará a la siguiente palabra. Los primeros 15 intentos serán de práctica y habrá dos descansos durante la prueba.
Pulse la tecla ESPACIO para iniciar la parte de práctica.",0,keyboardresponseAN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,120.0603,126.1178,space,-0.133333333,-0.387037037,0,0,0,,,,,,,,,,,,126.2062,127.4334,s,1,0.5454,,0.5454,1,127.4337,127.9331,6.0341,,127.9348,127.9383,-0.133333333,-0.387037037,0,0,0,,0,0,0,481,1,482,FEM,DIS,150,1,avispa,el,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,127.939,129.0825,s,1,0.4662,,0.4662,1,129.0831,129.5815,,,129.5817,129.582,-0.133333333,-0.387037037,0,0,0,,0,1,1,456,1,457,FEM,AGR,150,1,vaca,la,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,129.5844,130.8634,l,1,0.6061,,0.6061,1,130.8638,131.3635,,,131.3663,131.3668,-0.133333333,-0.387037037,0,0,0,,0,2,2,215,1,216,MAS,DIS,150,0,tren,la,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,131.3672,132.6629,l,1,0.6176,,0.6176,1,132.6633,133.1619,,,133.1622,133.1625,-0.133333333,-0.387037037,0,0,0,,0,3,3,388,1,389,MAS,AGR,150,0,rostro,el,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,133.1647,134.4447,l,1,0.6007,,0.6007,1,134.445,134.9442,,,134.9445,134.9448,-0.133333333,-0.387037037,0,0,0,,0,4,4,311,1,312,MAS,DIS,150,0,nivel,la,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,134.9469,136.2921,l,1,0.6701,,0.6701,1,136.2922,136.7928,,,136.7931,136.7943,-0.133333333,-0.387037037,0,0,0,,0,5,5,349,1,350,MAS,DIS,150,0,equipo,la,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,136.7956,137.9583,l,1,0.4841,,0.4841,1,137.9587,138.4584,,,138.4588,138.4593,-0.133333333,-0.387037037,0,0,0,,0,6,6,165,1,166,FEM,DIS,150,0,piedra,el,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,138.4611,139.6407,l,1,0.5005,,0.5005,1,139.641,140.1399,,,140.1401,140.1405,-0.133333333,-0.387037037,0,0,0,,0,7,7,400,1,401,MAS,AGR,150,0,sótano,el,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,140.1433,141.3053,l,1,0.4839,,0.4839,1,141.3057,141.8052,,,141.808,141.8087,-0.133333333,-0.387037037,0,0,0,,0,8,8,284,1,285,MAS,AGR,150,0,libro,el,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,141.8093,143.004,l,1,0.517,,0.517,1,143.0044,143.5035,,,143.5038,143.5042,-0.133333333,-0.387037037,0,0,0,,0,9,9,146,1,147,FEM,AGR,150,0,manera,la,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,143.5063,144.6353,l,1,0.4549,,0.4549,1,144.6354,145.136,,,145.1363,145.1367,-0.133333333,-0.387037037,0,0,0,,0,10,10,324,1,325,MAS,AGR,150,0,polvo,el,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,145.1384,146.2516,l,1,0.4342,,0.4342,1,146.252,146.7511,,,146.7514,146.7515,-0.133333333,-0.387037037,0,0,0,,0,11,11,18,1,19,FEM,AGR,150,0,sala,la,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,146.7538,147.9333,l,1,0.4998,,0.4998,1,147.9336,148.4332,,,148.4334,148.4337,-0.133333333,-0.387037037,0,0,0,,0,12,12,266,1,267,MAS,AGR,150,0,vago,el,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,148.4358,149.6657,l,1,0.5507,,0.5507,1,149.666,150.1653,,,150.1684,150.169,-0.133333333,-0.387037037,0,0,0,,0,13,13,291,1,292,MAS,DIS,150,0,campo,la,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,150.1696,151.3811,s,1,0.5333,,0.5333,1,151.3816,151.8799,,,151.8802,151.8807,-0.133333333,-0.387037037,0,0,0,,0,14,14,535,1,536,MAS,DIS,150,1,piojo,la,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,151.8829,153.179,l,1,0.6177,,0.6177,1,153.1794,153.679,,,153.6793,153.6796,-0.133333333,-0.387037037,0,0,0,,0,15,15,89,1,90,FEM,DIS,150,0,bolsa,el,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,153.6815,155.2943,l,1,0.9333,,0.9333,1,155.2949,155.7931,,,155.7935,155.7938,-0.133333333,-0.387037037,0,0,0,,0,16,16,131,1,132,FEM,DIS,150,0,selva,el,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,155.7965,156.9585,l,1,0.4883,,0.4883,1,156.9586,157.4586,,,157.4587,157.459,-0.133333333,-0.387037037,0,0,0,,0,17,17,10,1,11,FEM,AGR,150,0,ropa,la,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,157.4615,159.0416,l,1,0.9,,0.9,1,159.042,159.5405,,,159.5408,159.5409,-0.133333333,-0.387037037,0,0,0,,0,18,18,192,1,193,FEM,AGR,150,0,cabina,la,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,159.5433,160.8569,s,1,0.6336,,0.6336,1,160.8574,161.3567,,,161.359,161.3597,-0.133333333,-0.387037037,0,0,0,,0,19,19,440,1,441,FEM,AGR,150,1,grulla,la,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,161.3603,162.5706,l,1,0.537,,0.537,1,162.5708,163.0708,,,163.0712,163.0715,-0.133333333,-0.387037037,0,0,0,,0,20,20,78,1,79,FEM,AGR,150,0,vista,la,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,163.074,164.1527,l,1,0.407,,0.407,1,164.1531,164.6526,,,164.6529,164.653,-0.133333333,-0.387037037,0,0,0,,0,21,21,168,1,169,FEM,AGR,150,0,fuente,la,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,164.656,166.0185,s,1,0.6829,,0.6829,1,166.0186,166.5175,,,166.5178,166.518,-0.133333333,-0.387037037,0,0,0,,0,22,22,469,1,470,FEM,DIS,150,1,araña,el,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,166.5209,167.7338,l,1,0.5368,,0.5368,1,167.7342,168.2333,,,168.2335,168.2338,-0.133333333,-0.387037037,0,0,0,,0,23,23,40,1,41,FEM,AGR,150,0,cruz,la,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,168.2365,169.4986,l,1,0.5837,,0.5837,1,169.4987,169.9988,,,169.999,169.9992,-0.133333333,-0.387037037,0,0,0,,0,24,24,97,1,98,FEM,DIS,150,0,playa,el,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,170.0014,171.2654,l,1,0.584,,0.584,1,171.2658,171.7638,,,171.7671,171.7679,-0.133333333,-0.387037037,0,0,0,,0,25,25,61,1,62,FEM,DIS,150,0,joya,el,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,171.7686,173.0457,l,1,0.5999,,0.5999,1,173.046,173.546,,,173.5462,173.5465,-0.133333333,-0.387037037,0,0,0,,0,26,26,399,1,400,MAS,DIS,150,0,diario,la,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,173.5485,174.644,s,1,0.4213,,0.4213,1,174.6443,175.1445,,,175.1448,175.1449,-0.133333333,-0.387037037,0,0,0,,0,27,27,421,1,422,FEM,DIS,150,1,vaca,el,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,175.1473,176.609,s,1,0.7871,,0.7871,1,176.6092,177.109,,,177.1092,177.1095,-0.133333333,-0.387037037,0,0,0,,0,28,28,434,1,435,FEM,AGR,150,1,araña,la,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,177.112,178.3583,s,1,0.5667,,0.5667,1,178.3586,178.8582,,,178.8584,178.8586,-0.133333333,-0.387037037,0,0,0,,0,29,29,499,1,500,MAS,DIS,150,1,pollo,la,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,178.8608,180.4076,s,1,0.867,,0.867,1,180.4081,180.9065,,,180.9095,180.9103,-0.133333333,-0.387037037,0,0,0,,0,30,30,482,1,483,FEM,AGR,150,1,piraña,la,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,180.911,182.0379,l,1,0.4568,,0.4568,1,182.0384,182.5382,,,182.5384,182.5386,-0.133333333,-0.387037037,0,0,0,,0,31,31,268,1,269,MAS,AGR,150,0,luto,el,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,182.541,183.8539,s,1,0.6337,,0.6337,1,183.8543,184.3537,,,184.354,184.3545,-0.133333333,-0.387037037,0,0,0,,0,32,32,502,1,503,MAS,AGR,150,1,lince,el,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,184.3564,185.6189,l,1,0.584,,0.584,1,185.6193,186.1183,,,186.1186,186.1188,-0.133333333,-0.387037037,0,0,0,,0,33,33,20,1,21,FEM,AGR,150,0,luna,la,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,186.1219,187.8451,l,1,1.0523,0.0003,1.0523,1,187.8451,188.3333,,,188.3336,188.3338,-0.133333333,-0.387037037,0,0,0,,0,34,34,256,1,257,MAS,AGR,150,0,menú,el,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,188.3361,189.4825,l,1,0.4669,,0.4669,1,189.4829,189.9822,,,189.9824,189.9828,-0.133333333,-0.387037037,0,0,0,,0,35,35,134,1,135,FEM,AGR,150,0,tabla,la,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,189.9849,191.1302,s,1,0.4683,,0.4683,1,191.1303,191.6306,,,191.6338,191.6344,-0.133333333,-0.387037037,0,0,0,,0,36,36,501,1,502,MAS,DIS,150,1,tigre,la,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,191.635,192.7958,l,1,0.4831,,0.4831,1,192.7959,193.2965,,,193.2967,193.2972,-0.133333333,-0.387037037,0,0,0,,0,37,37,342,1,343,MAS,AGR,150,0,rumbo,el,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,193.2993,194.5443,l,1,0.5717,,0.5717,1,194.5446,195.0355,,,195.0356,195.0357,-0.133333333,-0.387037037,0,0,0,,0,38,38,360,1,361,MAS,AGR,150,0,montón,el,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,195.0375,196.1766,l,1,0.4706,,0.4706,1,196.1773,196.6765,,,196.6767,196.6769,-0.133333333,-0.387037037,0,0,0,,0,39,39,163,1,164,FEM,DIS,150,0,imagen,el,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,196.6793,198.0757,s,1,0.7175,,0.7175,1,198.0761,198.5828,,,198.5828,198.5829,-0.133333333,-0.387037037,0,0,0,,0,40,40,423,1,424,FEM,DIS,150,1,loba,el,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,198.5838,199.8908,l,1,0.6333,,0.6333,1,199.8913,200.3904,,,200.3935,200.3942,-0.133333333,-0.387037037,0,0,0,,0,41,41,127,1,128,FEM,DIS,150,0,oreja,el,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,200.3948,201.6566,l,1,0.5834,,0.5834,1,201.6571,202.1558,,,202.156,202.1565,-0.133333333,-0.387037037,0,0,0,,0,42,42,150,1,151,FEM,AGR,150,0,tierra,la,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,202.1587,203.3377,s,1,0.5058,,0.5058,1,203.338,203.8373,,,203.8376,203.8377,-0.133333333,-0.387037037,0,0,0,,0,43,43,508,1,509,MAS,AGR,150,1,pájaro,el,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,203.8401,205.037,l,0,0.5171,,0.5171,0,205.0394,205.5362,,,205.5365,205.5367,-0.133333333,-0.387037037,0,0,0,,0,44,44,442,1,443,FEM,AGR,150,1,perdiz,la,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,205.5389,206.7342,l,1,0.5222,,0.5222,1,206.7373,207.2347,,,207.235,207.2353,-0.133333333,-0.387037037,0,0,0,,0,45,45,415,1,416,MAS,DIS,150,0,aceite,la,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,207.2375,208.2841,s,0,0.3674,,0.3674,0,208.2864,208.7837,,,208.784,208.7844,-0.133333333,-0.387037037,0,0,0,,0,46,46,62,1,63,FEM,AGR,150,0,rama,la,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,208.7863,209.966,l,1,0.5026,,0.5026,1,209.9681,210.4656,,,210.4683,210.4688,-0.133333333,-0.387037037,0,0,0,,0,47,47,340,1,341,MAS,AGR,150,0,cable,el,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,210.4693,211.6811,l,1,0.5328,,0.5328,1,211.6815,212.181,,,212.1815,212.1818,-0.133333333,-0.387037037,0,0,0,,0,48,48,140,1,141,FEM,AGR,150,0,maldad,la,6,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,212.1835,213.48,l,1,0.6165,,0.6165,1,213.4802,213.9794,,,213.9797,213.98,-0.133333333,-0.387037037,0,0,0,,0,49,49,38,1,39,FEM,AGR,150,0,cima,la,4,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,213.982,215.1113,l,1,0.4547,,0.4547,1,215.1117,215.6111,,,215.6113,215.6114,-0.133333333,-0.387037037,0,0,0,,0,50,50,86,1,87,FEM,AGR,150,0,llave,la,5,,,,
,,,,,,,9639d66aab3fc89f4ef8d852,67d30250bc6dd184d4aaad81,67d88b637588ce921459599b,2025-03-17_14h59.56.024,Tarea de clasificación semántica,2024.2.5,Win32,63.29113924,,,,,,,,,,,,,,,,,,,,,,215.6139,216.7603,s,1,0.467,,0.467,1,216.7606,217.2595,,,217.2597,217.2599,-0.133333333,-0.387037037,0,0,0,,0,51,51,503,1,504,MAS,DIS,150,1,erizo,la,5,,,,
