counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/declare_consent,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,instr_done_touch.clicked_name,presentTrial.started,presentTrial.stopped,response.keys,response.corr,response.rt,response.duration,rt,corr,feedback.started,feedback.stopped,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_touch.clicked_name,End.started,End.stopped
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,304.4125,305.402,s,1,0.3191,,0.3191,1,305.4023,305.9036,305.9038,305.9041,-0.10546875,-0.391927083,0,0,0,,0,131,131,41,1,42,FEM,DIS,150,0,risa,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,305.9071,306.9872,s,1,0.4037,,0.4037,1,306.9874,307.4869,307.4872,307.4875,-0.10546875,-0.391927083,0,0,0,,0,132,132,370,1,371,MAS,AGR,150,0,camión,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,307.4906,308.5221,s,1,0.3527,,0.3527,1,308.5223,309.0207,309.0209,309.0213,-0.10546875,-0.391927083,0,0,0,,0,133,133,256,1,257,MAS,AGR,150,0,menú,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,309.025,310.1601,l,1,0.4637,,0.4637,1,310.1603,310.654,310.6543,310.6545,-0.10546875,-0.391927083,0,0,0,,0,134,134,473,1,474,FEM,DIS,150,1,liebre,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,310.6578,311.6548,s,1,0.3183,,0.3183,1,311.655,312.1542,312.1545,312.1549,-0.10546875,-0.391927083,0,0,0,,0,135,135,240,1,241,MAS,AGR,150,0,lujo,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,312.1582,313.3373,s,1,0.5019,,0.5019,1,313.3376,313.8374,313.8412,313.8438,-0.10546875,-0.391927083,0,0,0,,0,136,136,143,1,144,FEM,DIS,150,0,esposa,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,313.8463,314.8895,s,1,0.3716,,0.3716,1,314.8896,315.3872,315.3874,315.3877,-0.10546875,-0.391927083,0,0,0,,0,137,137,130,1,131,FEM,AGR,150,0,presa,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,315.391,316.5038,l,0,0.4404,,0.4404,0,316.5062,317.0072,317.0077,317.0079,-0.10546875,-0.391927083,0,0,0,,0,138,138,221,1,222,MAS,DIS,150,0,cine,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,317.0104,318.0525,s,1,0.3691,,0.3691,1,318.056,318.5525,318.5528,318.5533,-0.10546875,-0.391927083,0,0,0,,0,139,139,245,1,246,MAS,DIS,150,0,mago,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,318.571,319.6421,s,1,0.4145,,0.4145,1,319.6423,320.136,320.1362,320.1366,-0.10546875,-0.391927083,0,0,0,,0,140,140,173,1,174,FEM,DIS,150,0,lluvia,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,320.1415,321.2898,l,1,0.4722,,0.4722,1,321.2899,321.7901,321.7931,321.7955,-0.10546875,-0.391927083,0,0,0,,0,141,141,470,1,471,FEM,AGR,150,1,abeja,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,321.7984,322.8865,l,1,0.418,,0.418,1,322.8867,323.386,323.3862,323.3866,-0.10546875,-0.391927083,0,0,0,,0,142,142,540,1,541,MAS,AGR,150,1,pulpo,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,323.3919,324.5363,s,1,0.4697,,0.4697,1,324.5366,325.0364,325.0365,325.0369,-0.10546875,-0.391927083,0,0,0,,0,143,143,259,1,260,MAS,DIS,150,0,puño,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,325.0412,326.091,s,1,0.3743,,0.3743,1,326.0912,326.5861,326.5863,326.5867,-0.10546875,-0.391927083,0,0,0,,0,144,144,10,1,11,FEM,AGR,150,0,ropa,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,326.5916,327.6367,l,1,0.3703,,0.3703,1,327.637,328.1361,328.1363,328.1368,-0.10546875,-0.391927083,0,0,0,,0,145,145,436,1,437,FEM,AGR,150,1,mosca,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,328.1418,329.2363,l,1,0.433,,0.433,1,329.2368,329.7362,329.7364,329.7368,-0.10546875,-0.391927083,0,0,0,,0,146,146,418,1,419,FEM,AGR,150,1,rana,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,329.7418,330.7736,s,1,0.3556,,0.3556,1,330.7739,331.2695,331.2749,331.2771,-0.10546875,-0.391927083,0,0,0,,0,147,147,177,1,178,FEM,DIS,150,0,bebida,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,331.2795,332.3273,s,1,0.378,,0.378,1,332.3275,332.8197,332.8199,332.8203,-0.10546875,-0.391927083,0,0,0,,0,148,148,133,1,134,FEM,DIS,150,0,fruta,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,332.8258,334.2031,s,1,0.7021,,0.7021,1,334.2033,334.7036,334.7039,334.7041,-0.10546875,-0.391927083,0,0,0,,0,149,149,323,1,324,MAS,DIS,150,0,pecho,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,334.7097,335.7702,s,1,0.386,,0.386,1,335.7704,336.2699,336.2701,336.2704,-0.10546875,-0.391927083,0,0,0,,0,150,150,57,1,58,FEM,DIS,150,0,loca,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,336.2752,337.2468,s,0,0.3019,,0.3019,0,337.2491,337.7383,337.7384,337.7387,-0.10546875,-0.391927083,0,0,0,,0,151,151,422,1,423,FEM,AGR,150,1,mula,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,337.742,339.1402,s,1,0.7206,,0.7206,1,339.1421,339.6381,339.6415,339.6436,-0.10546875,-0.391927083,0,0,0,,0,152,152,379,1,380,MAS,DIS,150,0,delito,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,339.6459,340.7426,s,1,0.4258,,0.4258,1,340.7427,341.2386,341.2389,341.2392,-0.10546875,-0.391927083,0,0,0,,0,153,153,121,1,122,FEM,DIS,150,0,barra,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,341.2423,342.4219,l,1,0.5028,,0.5028,1,342.4222,342.9217,342.9219,342.9224,-0.10546875,-0.391927083,0,0,0,,0,154,154,486,1,487,MAS,AGR,150,1,ganso,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,342.9257,344.0938,s,1,0.4967,,0.4967,1,344.094,344.5886,344.5888,344.589,-0.10546875,-0.391927083,0,0,0,,0,155,155,357,1,358,MAS,DIS,150,0,futuro,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,344.5928,345.8104,s,1,0.5451,,0.5451,1,345.8107,346.3052,346.3054,346.3056,-0.10546875,-0.391927083,0,0,0,,0,156,156,169,1,170,FEM,DIS,150,0,unidad,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,346.3089,347.4062,s,1,0.4205,,0.4205,1,347.4065,347.9055,347.9057,347.906,-0.10546875,-0.391927083,0,0,0,,0,157,157,264,1,265,MAS,AGR,150,0,kilo,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,347.9092,349.0218,s,1,0.4349,,0.4349,1,349.0221,349.5218,349.5255,349.5278,-0.10546875,-0.391927083,0,0,0,,0,158,158,250,1,251,MAS,AGR,150,0,giro,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,349.5302,350.6016,s,1,0.4041,,0.4041,1,350.6017,351.1074,351.1076,351.108,-0.10546875,-0.391927083,0,0,0,,0,159,159,76,1,77,FEM,AGR,150,0,novia,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,351.1107,352.3076,l,1,0.5218,,0.5218,1,352.3079,352.8051,352.8052,352.8059,-0.10546875,-0.391927083,0,0,0,,0,160,160,547,1,548,MAS,DIS,150,1,narval,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,352.8091,353.906,s,1,0.4191,,0.4191,1,353.9062,354.4052,354.4054,354.4056,-0.10546875,-0.391927083,0,0,0,,0,161,161,59,1,60,FEM,DIS,150,0,cuna,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,354.4097,355.4388,s,1,0.3526,,0.3526,1,355.4391,355.9391,355.9392,355.9395,-0.10546875,-0.391927083,0,0,0,,0,162,162,194,1,195,FEM,AGR,150,0,novela,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,355.943,357.0247,s,1,0.4051,,0.4051,1,357.0249,357.522,357.5222,357.5224,-0.10546875,-0.391927083,0,0,0,,0,163,163,51,1,52,FEM,DIS,150,0,gota,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,357.5255,358.5886,s,1,0.3858,,0.3858,1,358.5891,359.089,359.0923,359.0943,-0.10546875,-0.391927083,0,0,0,,0,164,164,13,1,14,FEM,DIS,150,0,pena,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,359.0967,360.1487,s,1,0.3848,,0.3848,1,360.149,360.6394,360.6396,360.64,-0.10546875,-0.391927083,0,0,0,,0,165,165,42,1,43,FEM,AGR,150,0,hoja,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,360.6433,361.9055,s,0,0.5863,,0.5863,0,361.9081,362.4061,362.4063,362.4065,-0.10546875,-0.391927083,0,0,0,,0,166,166,457,1,458,FEM,DIS,150,1,mula,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,362.4101,363.5276,l,1,0.4463,,0.4463,1,363.5298,364.0222,364.0225,364.023,-0.10546875,-0.391927083,0,0,0,,0,167,167,513,1,514,MAS,DIS,150,1,buitre,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,364.0263,366.6726,,0,,,0.4463,-1,366.6767,367.1719,367.172,367.1722,-0.10546875,-0.391927083,0,0,0,,0,168,168,89,1,90,FEM,DIS,150,0,bolsa,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,367.1766,368.3543,l,1,0.504,,0.504,1,368.3579,368.8561,368.8603,368.863,-0.10546875,-0.391927083,0,0,0,,0,169,169,431,1,432,FEM,DIS,150,1,morsa,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,368.8654,369.9714,s,1,0.4356,,0.4356,1,369.9717,370.471,370.4711,370.4718,-0.10546875,-0.391927083,0,0,0,,0,170,170,198,1,199,FEM,AGR,150,0,jugada,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,370.4762,371.5876,s,1,0.4358,,0.4358,1,371.5878,372.0878,372.088,372.0885,-0.10546875,-0.391927083,0,0,0,,0,171,171,88,1,89,FEM,AGR,150,0,pista,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,372.0934,373.2719,l,1,0.5044,,0.5044,1,373.2721,373.7676,373.7677,373.7679,-0.10546875,-0.391927083,0,0,0,,0,172,172,474,1,475,FEM,AGR,150,1,iguana,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,373.7712,374.958,s,1,0.5157,,0.5157,1,374.9582,375.4567,375.457,375.4573,-0.10546875,-0.391927083,0,0,0,,0,173,173,142,1,143,FEM,AGR,150,0,semana,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,375.4609,376.5273,l,1,0.3858,,0.3858,1,376.5275,377.0241,377.0242,377.0245,-0.10546875,-0.391927083,0,0,0,,0,174,174,451,1,452,FEM,DIS,150,1,sepia,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,377.027,378.3457,s,1,0.6469,,0.6469,1,378.346,378.8398,378.8436,378.8465,-0.10546875,-0.391927083,0,0,0,,0,175,175,271,1,272,MAS,DIS,150,0,amor,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,378.8492,379.9729,s,1,0.4521,,0.4521,1,379.9732,380.4728,380.4731,380.4733,-0.10546875,-0.391927083,0,0,0,,0,176,176,401,1,402,MAS,DIS,150,0,cuento,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,380.477,381.6446,s,1,0.49,,0.49,1,381.6447,382.1396,382.1398,382.1401,-0.10546875,-0.391927083,0,0,0,,0,177,177,82,1,83,FEM,AGR,150,0,línea,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,382.1438,383.2398,l,1,0.4156,,0.4156,1,383.2401,383.7398,383.74,383.7404,-0.10546875,-0.391927083,0,0,0,,0,178,178,555,1,556,MAS,DIS,150,1,ciervo,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,383.7441,384.8938,s,1,0.479,,0.479,1,384.894,385.3898,385.39,385.3903,-0.10546875,-0.391927083,0,0,0,,0,179,179,34,1,35,FEM,AGR,150,0,roca,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,385.3935,386.4899,l,1,0.4191,,0.4191,1,386.4901,386.9907,386.9945,386.9967,-0.10546875,-0.391927083,0,0,0,,0,180,180,495,1,496,MAS,DIS,150,1,loro,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,386.999,388.1234,s,1,0.4531,,0.4531,1,388.1237,388.6231,388.6236,388.6241,-0.10546875,-0.391927083,0,0,0,,0,181,181,0,1,1,FEM,AGR,150,0,casa,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,388.6273,390.0416,s,1,0.7365,,0.7365,1,390.0422,390.5472,390.5473,390.5477,-0.10546875,-0.391927083,0,0,0,,0,182,182,251,1,252,MAS,DIS,150,0,coro,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,390.551,391.948,s,1,0.7189,,0.7189,1,391.9482,392.4459,392.446,392.4465,-0.10546875,-0.391927083,0,0,0,,0,183,183,31,1,32,FEM,DIS,150,0,sopa,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,392.4495,393.6318,l,1,0.5022,,0.5022,1,393.6319,394.1303,394.1305,394.1309,-0.10546875,-0.391927083,0,0,0,,0,184,184,462,1,463,FEM,AGR,150,1,ostra,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,394.1344,395.3346,l,1,0.5194,,0.5194,1,395.335,395.8244,395.8245,410.1596,-0.10546875,-0.391927083,1,0,0,,0,185,185,426,1,427,FEM,AGR,150,1,cebra,la,5,break_done_button,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,410.1627,411.2592,l,1,0.4177,,0.4177,1,411.2596,411.7567,411.762,411.7645,-0.10546875,-0.391927083,0,0,0,,0,186,186,521,1,522,MAS,DIS,150,1,ganso,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,411.7669,412.9225,s,1,0.4848,,0.4848,1,412.9227,413.4224,413.4225,413.4228,-0.10546875,-0.391927083,0,0,0,,0,187,187,90,1,91,FEM,AGR,150,0,banda,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,413.4276,414.5563,s,1,0.453,,0.453,1,414.5566,415.0473,415.0474,415.0477,-0.10546875,-0.391927083,0,0,0,,0,188,188,258,1,259,MAS,AGR,150,0,mito,el,4,,,
