counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/declare_consent,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,instr_done_touch.clicked_name,presentTrial.started,presentTrial.stopped,response.keys,response.corr,response.rt,response.duration,rt,corr,feedback.started,feedback.stopped,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_touch.clicked_name,End.started,End.stopped
0,2,"[""over_18"",""comfortable"",""read_info"",""consent_given""]",31,M,"[""none""]","[""spanish""]",ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,42.0175,42.0178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,42.1064,51.1875,space,8.8337,,0.864583333,-0.287760417,0,0,0,0,0,0,0,1,1,instructions,"INSTRUCCIONES
Va a realizar una prueba de clasificación de palabras. Desde comienzo de la prueba siempre mire al centro de la pantalla. Al cabo de un momento, aparecerán palabras. La tarea consiste en determinar si la palabra del centro (siempre será un sustantivo) se refiere un animal (no humano).

Pulse la tecla ESPACIO para continuar.",0,keyboardresponseNA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,51.3931,59.4846,,,,-0.147135417,-0.407552083,1,0,0,0,1,1,1,1,2,instructions,"En el teclado de su dispositivo, pulse la tecla ""L"" para las palabras que se refieren a animales (por ejemplo: ""buey"") y la tecla ""S"" para las palabras que no se refieren a animales (por ejemplo: ""vecino"").

Pulse la tecla ESPACIO para continuar.",1,keyboardresponseNA.png,instr_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,59.4997,60.6001,,,,-0.147135417,-0.407552083,1,0,0,0,2,2,2,1,3,instructions,"Es muy importante que responda con la mayor rapidez y precisión posibles, ya que cada cadena de letras sólo estará en pantalla durante un instante. Si no responde en ese tiempo, aparecerá el mensaje ""Muy lento"" y el experimento pasará a la siguiente palabra. Los primeros 15 intentos serán de práctica y habrá dos descansos durante la prueba.
Pulse la tecla ESPACIO para iniciar la parte de práctica.",0,keyboardresponseNA.png,instr_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,93.696,95.8128,,,,-0.10546875,-0.391927083,1,0,0,,,,,,,,,,,instr_done_button,96.0974,97.2141,s,1,0.4533,,0.4533,1,97.2144,97.7135,97.7146,97.7323,-0.10546875,-0.391927083,0,0,0,,0,0,0,15,1,16,FEM,DIS,150,0,edad,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,97.7371,98.8326,s,1,0.4206,,0.4206,1,98.8334,99.3232,99.3236,99.3241,-0.10546875,-0.391927083,0,0,0,,0,1,1,252,1,253,MAS,AGR,150,0,test,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,99.3368,100.4314,s,1,0.4354,,0.4354,1,100.4317,100.9302,100.9345,100.9371,-0.10546875,-0.391927083,0,0,0,,0,2,2,44,1,45,FEM,AGR,150,0,lata,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,100.9404,101.9191,l,1,0.3099,,0.3099,1,101.9193,102.4146,102.4149,102.4154,-0.10546875,-0.391927083,0,0,0,,0,3,3,438,1,439,FEM,AGR,150,1,liebre,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,102.4186,103.512,s,1,0.4196,,0.4196,1,103.5122,104.0137,104.0138,104.0142,-0.10546875,-0.391927083,0,0,0,,0,4,4,235,1,236,MAS,DIS,150,0,rayo,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,104.0174,105.0171,s,1,0.3417,,0.3417,1,105.0173,105.5136,105.5139,105.5148,-0.10546875,-0.391927083,0,0,0,,0,5,5,282,1,283,MAS,AGR,150,0,sitio,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,105.518,106.5836,s,1,0.3887,,0.3887,1,106.584,107.0789,107.0792,107.0798,-0.10546875,-0.391927083,0,0,0,,0,6,6,141,1,142,FEM,DIS,150,0,suerte,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,107.0847,108.0828,l,1,0.3186,,0.3186,1,108.083,108.5833,108.5835,108.5841,-0.10546875,-0.391927083,0,0,0,,0,7,7,536,1,537,MAS,AGR,150,1,tigre,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,108.5911,109.6007,s,1,0.3419,,0.3419,1,109.6009,110.1039,110.1177,110.1211,-0.10546875,-0.391927083,0,0,0,,0,8,8,242,1,243,MAS,AGR,150,0,oído,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,110.1237,111.3636,s,1,0.5669,,0.5669,1,111.3639,111.8639,111.864,111.8646,-0.10546875,-0.391927083,0,0,0,,0,9,9,350,1,351,MAS,AGR,150,0,cuerpo,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,111.8685,112.8268,s,1,0.2874,,0.2874,1,112.8269,113.3369,113.337,113.3376,-0.10546875,-0.391927083,0,0,0,,0,10,10,9,1,10,FEM,DIS,150,0,niña,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,113.3408,114.4025,s,1,0.3968,,0.3968,1,114.4029,114.8972,114.8974,114.8977,-0.10546875,-0.391927083,0,0,0,,0,11,11,54,1,55,FEM,AGR,150,0,seda,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,114.9009,115.9307,l,1,0.3602,,0.3602,1,115.9311,116.4303,116.4306,116.431,-0.10546875,-0.391927083,0,0,0,,0,12,12,469,1,470,FEM,DIS,150,1,araña,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,116.4344,117.5648,s,1,0.4519,,0.4519,1,117.5652,118.0639,118.0685,118.0708,-0.10546875,-0.391927083,0,0,0,,0,13,13,94,1,95,FEM,AGR,150,0,leche,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,118.0752,119.317,l,1,0.5719,,0.5719,1,119.3173,119.817,119.8172,119.8173,-0.10546875,-0.391927083,0,0,0,,0,14,14,493,1,494,MAS,DIS,150,1,toro,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,119.8199,121.0034,s,1,0.5151,,0.5151,1,121.0035,121.5,121.5001,121.5005,-0.10546875,-0.391927083,0,0,0,,0,15,15,25,1,26,FEM,DIS,150,0,dama,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,121.5038,122.5841,s,1,0.3943,,0.3943,1,122.5844,123.0813,123.0815,123.0818,-0.10546875,-0.391927083,0,0,0,,0,16,16,393,1,394,MAS,DIS,150,0,abrigo,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,123.0851,124.2508,s,1,0.4854,,0.4854,1,124.251,124.7506,124.7507,124.751,-0.10546875,-0.391927083,0,0,0,,0,17,17,124,1,125,FEM,AGR,150,0,jaula,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,124.7544,125.767,s,1,0.339,,0.339,1,125.7673,126.2652,126.2654,126.266,-0.10546875,-0.391927083,0,0,0,,0,18,18,39,1,40,FEM,DIS,150,0,gira,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,126.269,127.253,s,1,0.3132,,0.3132,1,127.2531,127.7506,127.7546,127.7568,-0.10546875,-0.391927083,0,0,0,,0,19,19,83,1,84,FEM,DIS,150,0,broma,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,127.7601,128.7627,s,1,0.3371,,0.3371,1,128.763,129.2551,129.2551,129.2553,-0.10546875,-0.391927083,0,0,0,,0,20,20,129,1,130,FEM,DIS,150,0,plaza,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,129.2591,130.2127,s,1,0.2876,,0.2876,1,130.213,130.7139,130.7143,130.7147,-0.10546875,-0.391927083,0,0,0,,0,21,21,351,1,352,MAS,DIS,150,0,número,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,130.7197,131.8489,l,1,0.4584,,0.4584,1,131.8491,132.358,132.3581,132.3583,-0.10546875,-0.391927083,0,0,0,,0,22,22,530,1,531,MAS,AGR,150,1,loro,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,132.3622,133.4113,s,1,0.3719,,0.3719,1,133.4114,133.9073,133.9074,133.9076,-0.10546875,-0.391927083,0,0,0,,0,23,23,69,1,70,FEM,DIS,150,0,noche,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,133.9111,134.8676,s,1,0.2884,,0.2884,1,134.8678,135.3673,135.3678,135.3681,-0.10546875,-0.391927083,0,0,0,,0,24,24,305,1,306,MAS,DIS,150,0,éxito,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,135.3728,136.3313,s,1,0.2838,,0.2838,1,136.3316,136.8311,136.8354,136.8378,-0.10546875,-0.391927083,0,0,0,,0,25,25,106,1,107,FEM,AGR,150,0,pieza,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,136.8417,137.7706,s,0,0.2611,,0.2611,0,137.7746,138.2629,138.2631,138.2636,-0.10546875,-0.391927083,0,0,0,,0,26,26,552,1,553,MAS,AGR,150,1,koala,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,138.2686,139.2896,s,1,0.349,,0.349,1,139.292,139.7813,139.7815,139.7817,-0.10546875,-0.391927083,0,0,0,,0,27,27,22,1,23,FEM,AGR,150,0,zona,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,139.7852,140.7835,l,1,0.3206,,0.3206,1,140.7838,141.2801,141.2802,141.2804,-0.10546875,-0.391927083,0,0,0,,0,28,28,544,1,545,MAS,AGR,150,1,coyote,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,141.2831,142.3498,s,1,0.4006,,0.4006,1,142.3501,142.8464,142.8466,142.847,-0.10546875,-0.391927083,0,0,0,,0,29,29,230,1,231,MAS,AGR,150,0,lago,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,142.8523,143.8692,s,1,0.3386,,0.3386,1,143.8694,144.3644,144.3698,144.3722,-0.10546875,-0.391927083,0,0,0,,0,30,30,394,1,395,MAS,AGR,150,0,ladrón,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,144.3746,145.3411,s,1,0.3026,,0.3026,1,145.3413,145.8418,145.8419,145.8423,-0.10546875,-0.391927083,0,0,0,,0,31,31,178,1,179,FEM,AGR,150,0,muñeca,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,145.8451,146.8357,s,1,0.3263,,0.3263,1,146.8359,147.3316,147.3318,147.3325,-0.10546875,-0.391927083,0,0,0,,0,32,32,371,1,372,MAS,DIS,150,0,motivo,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,147.3356,148.315,s,1,0.3018,,0.3018,1,148.3152,148.8159,148.8161,148.8164,-0.10546875,-0.391927083,0,0,0,,0,33,33,289,1,290,MAS,DIS,150,0,sueño,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,148.8193,149.8411,s,1,0.3496,,0.3496,1,149.8412,150.3319,150.3321,150.3322,-0.10546875,-0.391927083,0,0,0,,0,34,34,171,1,172,FEM,DIS,150,0,gracia,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,150.3366,151.5682,l,1,0.5519,,0.5519,1,151.5685,152.065,152.0652,152.0655,-0.10546875,-0.391927083,0,0,0,,0,35,35,452,1,453,FEM,AGR,150,1,foca,la,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,152.0689,153.1511,s,1,0.4051,,0.4051,1,153.1513,153.6491,153.6536,153.656,-0.10546875,-0.391927083,0,0,0,,0,36,36,292,1,293,MAS,AGR,150,0,dolor,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,153.6585,154.6818,l,1,0.3526,,0.3526,1,154.682,155.1851,155.1853,155.1856,-0.10546875,-0.391927083,0,0,0,,0,37,37,496,1,497,MAS,AGR,150,1,atún,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,155.1885,156.2864,l,1,0.429,,0.429,1,156.2867,156.7819,156.7821,156.7824,-0.10546875,-0.391927083,0,0,0,,0,38,38,471,1,472,FEM,DIS,150,1,mosca,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,156.7859,157.8525,l,1,0.4033,,0.4033,1,157.8528,158.3486,158.3488,158.349,-0.10546875,-0.391927083,0,0,0,,0,39,39,423,1,424,FEM,DIS,150,1,loba,el,4,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,158.3535,159.4165,s,1,0.3982,,0.3982,1,159.4167,159.9152,159.9155,159.9157,-0.10546875,-0.391927083,0,0,0,,0,40,40,345,1,346,MAS,DIS,150,0,hombre,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,159.9193,160.9897,s,1,0.4125,,0.4125,1,160.99,161.4819,161.4879,161.4907,-0.10546875,-0.391927083,0,0,0,,0,41,41,398,1,399,MAS,AGR,150,0,espejo,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,161.4932,162.5845,s,1,0.4207,,0.4207,1,162.5847,163.0826,163.083,163.0835,-0.10546875,-0.391927083,0,0,0,,0,42,42,392,1,393,MAS,AGR,150,0,barrio,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,163.0867,164.7654,s,1,1.0026,,1.0026,1,164.7658,165.2661,165.2664,165.2666,-0.10546875,-0.391927083,0,0,0,,0,43,43,295,1,296,MAS,DIS,150,0,avión,la,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,165.2699,166.3988,s,1,0.4523,,0.4523,1,166.3991,166.8987,166.8989,166.8995,-0.10546875,-0.391927083,0,0,0,,0,44,44,85,1,86,FEM,DIS,150,0,prisa,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,166.903,168.1159,l,1,0.5367,,0.5367,1,168.1161,168.6168,168.6171,168.6173,-0.10546875,-0.391927083,0,0,0,,0,45,45,484,1,485,FEM,AGR,150,1,víbora,la,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,168.6205,169.7157,l,1,0.4199,,0.4199,1,169.7159,170.2168,170.217,170.2173,-0.10546875,-0.391927083,0,0,0,,0,46,46,550,1,551,MAS,AGR,150,1,ratón,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,170.2202,171.3555,s,1,0.4623,,0.4623,1,171.356,171.8487,171.8538,171.8563,-0.10546875,-0.391927083,0,0,0,,0,47,47,358,1,359,MAS,AGR,150,0,estado,el,6,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,171.8591,172.9417,s,1,0.4019,,0.4019,1,172.9423,173.4318,173.4321,173.4328,-0.10546875,-0.391927083,0,0,0,,0,48,48,135,1,136,FEM,DIS,150,0,grasa,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,173.4366,174.583,s,1,0.4721,,0.4721,1,174.5833,175.0838,175.0842,175.0847,-0.10546875,-0.391927083,0,0,0,,0,49,49,340,1,341,MAS,AGR,150,0,cable,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,175.0881,176.2879,l,1,0.5296,,0.5296,1,176.288,176.7823,176.7826,176.7828,-0.10546875,-0.391927083,0,0,0,,0,50,50,502,1,503,MAS,AGR,150,1,lince,el,5,,,
,,,,,,,ca56deebd4b0e1101bfbd867,67d30250bc6dd184d4aaad81,67d818efe7c3adf3abeae76e,2025-03-17_13h44.11.880,Tarea de clasificación semántica,2024.2.5,Win32,67.56756757,,,,,,,,,,,,,,,,,,,,,,,,176.7865,177.9994,s,1,0.5359,,0.5359,1,178,178.5086,178.5086,178.5089,-0.10546875,-0.391927083,0,0,0,,0,51,51,327,1,328,MAS,DIS,150,0,truco,la,5,,,
