counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/declare_consent,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,rt,corr,feedback.started,feedback.stopped,response.rt,response.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,478.6729,479.8853,s,0,0.5344,0,479.8874,480.3846,0.5344,,480.3876,480.3894,-0.36328125,-0.376302083,0,0,0,,0,136,136,428,1,429,FEM,AGR,150,1,cobra,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,480.3915,481.5408,s,1,0.4838,1,481.5422,482.033,0.4838,,482.0331,482.0334,-0.36328125,-0.376302083,0,0,0,,0,137,137,333,1,334,MAS,DIS,150,0,actor,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,482.036,483.3316,l,1,0.6183,1,483.3319,483.8307,0.6183,,483.8308,483.831,-0.36328125,-0.376302083,0,0,0,,0,138,138,494,1,495,MAS,AGR,150,1,topo,el,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,483.8335,484.9296,l,1,0.4285,1,484.9297,485.4291,0.4285,,485.4292,485.4295,-0.36328125,-0.376302083,0,0,0,,0,139,139,529,1,530,MAS,DIS,150,1,topo,la,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,485.432,486.5111,s,1,0.4038,1,486.5113,487.0104,0.4038,,487.0106,487.0109,-0.36328125,-0.376302083,0,0,0,,0,140,140,176,1,177,FEM,AGR,150,0,madera,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,487.0134,488.1263,s,1,0.4411,1,488.1265,488.6253,0.4411,,488.6285,488.6302,-0.36328125,-0.376302083,0,0,0,,0,141,141,397,1,398,MAS,DIS,150,0,cheque,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,488.6319,489.6243,s,0,0.3255,0,489.6264,490.1235,0.3255,,490.1237,490.1239,-0.36328125,-0.376302083,0,0,0,,0,142,142,545,1,546,MAS,DIS,150,1,conejo,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,490.1266,491.1224,s,0,0.3264,0,491.1227,491.6218,0.3264,,491.6219,491.6222,-0.36328125,-0.376302083,0,0,0,,0,143,143,473,1,474,FEM,DIS,150,1,liebre,el,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,491.6247,492.7207,s,1,0.4231,1,492.7227,493.2199,0.4231,,493.2201,493.2205,-0.36328125,-0.376302083,0,0,0,,0,144,144,178,1,179,FEM,AGR,150,0,muñeca,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,493.2236,494.3352,s,1,0.4345,1,494.3354,494.8347,0.4345,,494.8348,494.8351,-0.36328125,-0.376302083,0,0,0,,0,145,145,336,1,337,MAS,AGR,150,0,plato,el,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,494.8376,496.3165,l,0,0.8033,0,496.3183,496.8159,0.8033,,496.8161,496.8164,-0.36328125,-0.376302083,0,0,0,,0,146,146,255,1,256,MAS,DIS,150,0,reto,la,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,496.8189,497.7146,s,1,0.2178,1,497.7167,498.2142,0.2178,,498.2173,498.2189,-0.36328125,-0.376302083,0,0,0,,0,147,147,291,1,292,MAS,DIS,150,0,campo,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,498.2206,499.3131,s,1,0.4176,1,499.3134,499.8125,0.4176,,499.8127,499.813,-0.36328125,-0.376302083,0,0,0,,0,148,148,77,1,78,FEM,DIS,150,0,amiga,el,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,499.8155,500.9442,s,1,0.4559,1,500.9446,501.4436,0.4559,,501.4437,501.4441,-0.36328125,-0.376302083,0,0,0,,0,149,149,355,1,356,MAS,DIS,150,0,cuarto,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,501.4467,502.6424,s,1,0.5233,1,502.6427,503.1416,0.5233,,503.1417,503.1421,-0.36328125,-0.376302083,0,0,0,,0,150,150,353,1,354,MAS,DIS,150,0,minuto,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,503.1446,504.2407,s,1,0.4203,1,504.2411,504.7399,0.4203,,504.7401,504.7405,-0.36328125,-0.376302083,0,0,0,,0,151,151,274,1,275,MAS,AGR,150,0,padre,el,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,504.7432,506.0051,l,1,0.5873,1,506.0053,506.5045,0.5873,,506.5075,506.5094,-0.36328125,-0.376302083,0,0,0,,0,152,152,517,1,518,MAS,DIS,150,1,koala,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,506.511,507.7033,s,1,0.5189,1,507.7035,508.2025,0.5189,,508.2027,508.2031,-0.36328125,-0.376302083,0,0,0,,0,153,153,2,1,3,FEM,AGR,150,0,cosa,la,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,508.2056,509.5348,l,1,0.6514,1,509.535,510.0337,0.6514,,510.0339,510.0342,-0.36328125,-0.376302083,0,0,0,,0,154,154,546,1,547,MAS,AGR,150,1,gorila,el,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,510.0367,511.2659,s,0,0.5511,0,511.2676,511.7651,0.5511,,511.7652,511.7656,-0.36328125,-0.376302083,0,0,0,,0,155,155,523,1,524,MAS,DIS,150,1,mono,la,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,511.7682,513.1469,s,1,0.7074,1,513.149,513.6462,0.7074,,513.6464,513.6467,-0.36328125,-0.376302083,0,0,0,,0,156,156,154,1,155,FEM,AGR,150,0,basura,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,513.6493,514.7285,s,0,0.4053,0,514.7306,515.2278,0.4053,,515.2279,515.2283,-0.36328125,-0.376302083,0,0,0,,0,157,157,492,1,493,MAS,AGR,150,1,pato,el,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,515.2307,516.3931,s,0,0.4912,0,516.3934,516.8926,0.4912,,516.8959,516.8974,-0.36328125,-0.376302083,0,0,0,,0,158,158,540,1,541,MAS,AGR,150,1,pulpo,el,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,516.8991,518.0586,s,1,0.4935,1,518.0607,518.5571,0.4935,,518.5573,518.5576,-0.36328125,-0.376302083,0,0,0,,0,159,159,223,1,224,MAS,DIS,150,0,dedo,la,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,518.5601,519.989,s,1,0.752,1,519.9892,520.4884,0.752,,520.4885,520.4888,-0.36328125,-0.376302083,0,0,0,,0,160,160,42,1,43,FEM,AGR,150,0,hoja,la,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,520.4914,521.604,s,0,0.4344,0,521.6057,522.1032,0.4344,,522.1034,522.1037,-0.36328125,-0.376302083,0,0,0,,0,161,161,526,1,527,MAS,AGR,150,1,león,el,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,522.1062,523.2191,s,1,0.4432,1,523.2212,523.7181,0.4432,,523.7182,523.7186,-0.36328125,-0.376302083,0,0,0,,0,162,162,311,1,312,MAS,DIS,150,0,nivel,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,523.7211,524.8834,s,1,0.4878,1,524.8837,525.3828,0.4878,,525.3828,525.3831,-0.36328125,-0.376302083,0,0,0,,0,163,163,287,1,288,MAS,DIS,150,0,fuego,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,525.3856,526.5318,s,1,0.468,1,526.532,527.0313,0.468,,527.0344,527.0364,-0.36328125,-0.376302083,0,0,0,,0,164,164,323,1,324,MAS,DIS,150,0,pecho,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,527.0384,528.1628,s,1,0.4514,1,528.163,528.6623,0.4514,,528.6623,528.6628,-0.36328125,-0.376302083,0,0,0,,0,165,165,161,1,162,FEM,DIS,150,0,pierna,el,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,528.6654,529.8111,l,0,0.4673,0,529.8135,530.3103,0.4673,,530.3105,530.3107,-0.36328125,-0.376302083,0,0,0,,0,166,166,153,1,154,FEM,DIS,150,0,cárcel,el,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,530.3132,531.4092,s,1,0.4195,1,531.411,531.9086,0.4195,,531.9087,531.9094,-0.36328125,-0.376302083,0,0,0,,0,167,167,399,1,400,MAS,DIS,150,0,diario,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,531.9119,533.0575,s,1,0.4679,1,533.0577,533.5566,0.4679,,533.5567,533.5571,-0.36328125,-0.376302083,0,0,0,,0,168,168,401,1,402,MAS,DIS,150,0,cuento,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,533.5596,534.6387,l,0,0.401,0,534.6404,535.1381,0.401,,535.1413,535.1431,-0.36328125,-0.376302083,0,0,0,,0,169,169,86,1,87,FEM,AGR,150,0,llave,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,535.1448,536.3378,s,1,0.5205,1,536.3398,536.8373,0.5205,,536.8374,536.8383,-0.36328125,-0.376302083,0,0,0,,0,170,170,250,1,251,MAS,AGR,150,0,giro,el,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,536.8425,537.9183,l,1,0.4035,1,537.9186,538.4177,0.4035,,538.418,538.4182,-0.36328125,-0.376302083,0,0,0,,0,171,171,506,1,507,MAS,AGR,150,1,gecko,el,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,538.4207,539.5832,l,1,0.4904,1,539.5833,540.0827,0.4904,,540.0828,540.0831,-0.36328125,-0.376302083,0,0,0,,0,172,172,519,1,520,MAS,DIS,150,1,gallo,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,540.0855,541.198,s,1,0.4416,1,541.1984,541.6974,0.4416,,541.6976,541.6979,-0.36328125,-0.376302083,0,0,0,,0,173,173,395,1,396,MAS,DIS,150,0,premio,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,541.7008,542.9291,l,1,0.5526,1,542.9293,543.4286,0.5526,,543.4287,543.429,-0.36328125,-0.376302083,0,0,0,,0,174,174,463,1,464,FEM,DIS,150,1,cobra,el,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,543.4315,544.4775,s,0,0.374,0,544.4798,544.9769,0.374,,544.9802,544.9819,-0.36328125,-0.376302083,0,0,0,,0,175,175,417,1,418,FEM,DIS,150,1,foca,el,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,544.9836,546.442,s,0,0.7843,0,546.4422,546.9413,0.7843,,546.9414,546.9418,-0.36328125,-0.376302083,0,0,0,,0,176,176,548,1,549,MAS,AGR,150,1,buitre,el,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,546.9444,548.0567,s,0,0.4354,0,548.0568,548.5561,0.4354,,548.5563,548.5566,-0.36328125,-0.376302083,0,0,0,,0,177,177,470,1,471,FEM,AGR,150,1,abeja,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,548.559,549.7213,s,1,0.4877,1,549.7232,550.2208,0.4877,,550.2209,550.2214,-0.36328125,-0.376302083,0,0,0,,0,178,178,0,1,1,FEM,AGR,150,0,casa,la,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,550.2239,551.6523,l,0,0.7507,0,551.6541,552.1521,0.7507,,552.1523,552.1525,-0.36328125,-0.376302083,0,0,0,,0,179,179,26,1,27,FEM,AGR,150,0,bala,la,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,552.1551,553.2185,s,0,0.3943,0,553.2186,553.7168,0.3943,,553.72,553.7222,-0.36328125,-0.376302083,0,0,0,,0,180,180,501,1,502,MAS,DIS,150,1,tigre,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,553.7238,554.9319,s,0,0.5353,0,554.9321,555.4314,0.5353,,555.4315,555.4319,-0.36328125,-0.376302083,0,0,0,,0,181,181,538,1,539,MAS,AGR,150,1,erizo,el,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,555.4344,556.4804,s,1,0.3758,1,556.4823,556.9796,0.3758,,556.9797,556.9801,-0.36328125,-0.376302083,0,0,0,,0,182,182,155,1,156,FEM,DIS,150,0,locura,el,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,556.9825,558.0785,s,1,0.4176,1,558.0787,558.5778,0.4176,,558.578,558.5784,-0.36328125,-0.376302083,0,0,0,,0,183,183,260,1,261,MAS,AGR,150,0,clan,el,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,558.5808,559.5101,s,1,0.26,1,559.5103,560.0096,0.26,,560.0096,560.01,-0.36328125,-0.376302083,0,0,0,,0,184,184,136,1,137,FEM,AGR,150,0,feria,la,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,560.0125,561.1748,s,0,0.4864,0,561.1769,561.6746,0.4864,,561.6747,639.9237,-0.36328125,-0.376302083,0,0,0,space,0,185,185,530,1,531,MAS,AGR,150,1,loro,el,4,78.2258,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,639.9258,642.5644,,0,0.4864,-1,642.5665,643.0639,,,643.0676,643.0692,-0.36328125,-0.376302083,0,0,0,,0,186,186,265,1,266,MAS,DIS,150,0,velo,la,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,643.0709,644.2797,s,1,0.544,1,644.2813,644.7782,0.544,,644.7783,644.7787,-0.36328125,-0.376302083,0,0,0,,0,187,187,192,1,193,FEM,AGR,150,0,cabina,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,644.7813,645.8437,s,1,0.3849,1,645.844,646.3431,0.3849,,646.3433,646.3437,-0.36328125,-0.376302083,0,0,0,,0,188,188,107,1,108,FEM,DIS,150,0,celda,el,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,646.3463,647.3089,s,1,0.2871,1,647.3092,647.8081,0.2871,,647.8083,647.8086,-0.36328125,-0.376302083,0,0,0,,0,189,189,204,1,205,FEM,AGR,150,0,patada,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,647.8111,648.8069,s,1,0.3198,1,648.8071,649.3065,0.3198,,649.3066,649.3072,-0.36328125,-0.376302083,0,0,0,,0,190,190,290,1,291,MAS,AGR,150,0,error,el,5,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,649.3097,650.3061,s,1,0.318,1,650.3062,650.805,0.318,,650.8078,650.8094,-0.36328125,-0.376302083,0,0,0,,0,191,191,186,1,187,FEM,AGR,150,0,charla,la,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,650.8111,652.0034,s,1,0.5188,1,652.0037,652.5028,0.5188,,652.503,652.5034,-0.36328125,-0.376302083,0,0,0,,0,192,192,364,1,365,MAS,AGR,150,0,abuelo,el,6,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,652.5059,653.5515,s,1,0.3682,1,653.5517,654.0509,0.3682,,654.051,654.0513,-0.36328125,-0.376302083,0,0,0,,0,193,193,32,1,33,FEM,AGR,150,0,fila,la,4,,,,
,,,,,,,e07024a084e50da03e152c6e,67d30250bc6dd184d4aaad81,67d818d6e53c0087734f5933,2025-03-17_07h48.45.845,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,654.0536,655.0663,s,1,0.3383,1,655.0666,655.5659,0.3383,,655.566,655.5664,-0.36328125,-0.376302083,0,0,0,,0,194,194,146,1,147,FEM,AGR,150,0,manera,la,6,,,,
