counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,consent_prescreening.block_1/declare_consent,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,response.rt,response.duration,rt,corr,feedback.started,feedback.stopped,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,338.5452,339.6141,l,1,0.4104,,0.4104,1,339.6142,340.114,340.114,340.1141,0.819444444,-0.051851852,0,0,0,,0,135,135,36,1,37,FEM,DIS,150,0,caza,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,340.1146,341.3154,l,1,0.5418,,0.5418,1,341.3154,341.8154,341.8159,341.8163,0.819444444,-0.051851852,0,0,0,,0,136,136,196,1,197,FEM,DIS,150,0,poesía,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,341.8165,342.8639,s,1,0.3898,,0.3898,1,342.864,343.364,343.364,343.3641,0.819444444,-0.051851852,0,0,0,,0,137,137,499,1,500,MAS,AGR,150,1,pollo,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,343.3646,344.5167,l,1,0.4933,,0.4933,1,344.5168,345.0167,345.0168,345.0168,0.819444444,-0.051851852,0,0,0,,0,138,138,31,1,32,FEM,AGR,150,0,sopa,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,345.0173,346.1037,l,1,0.4305,,0.4305,1,346.1037,346.6,346.6,346.6001,0.819444444,-0.051851852,0,0,0,,0,139,139,97,1,98,FEM,AGR,150,0,playa,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,346.6006,347.5792,l,0,0.3228,,0.3228,0,347.5796,348.0791,348.0792,348.0793,0.819444444,-0.051851852,0,0,0,,0,140,140,470,1,471,FEM,DIS,150,1,abeja,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,348.0797,350.2667,l,1,1.5279,,1.5279,1,350.2671,350.7666,350.7672,350.7676,0.819444444,-0.051851852,0,0,0,,0,141,141,245,1,246,MAS,AGR,150,0,mago,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,350.7679,351.8986,l,0,0.4724,,0.4724,0,351.899,352.3985,352.3987,352.3987,0.819444444,-0.051851852,0,0,0,,0,142,142,417,1,418,FEM,AGR,150,1,foca,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,352.3992,353.6314,l,1,0.577,,0.577,1,353.6319,354.1278,354.1278,354.1279,0.819444444,-0.051851852,0,0,0,,0,143,143,90,1,91,FEM,DIS,150,0,banda,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,354.1284,355.2667,s,1,0.4793,,0.4793,1,355.2667,355.7666,355.7667,355.7667,0.819444444,-0.051851852,0,0,0,,0,144,144,437,1,438,FEM,AGR,150,1,paloma,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,355.7673,357.1971,l,1,0.7723,,0.7723,1,357.1972,357.6972,357.6972,357.6973,0.819444444,-0.051851852,0,0,0,,0,145,145,239,1,240,MAS,AGR,150,0,hoyo,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,357.6978,358.85,l,1,0.4932,,0.4932,1,358.85,359.3499,359.3499,359.35,0.819444444,-0.051851852,0,0,0,,0,146,146,357,1,358,MAS,AGR,150,0,futuro,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,359.3505,360.461,l,1,0.4545,,0.4545,1,360.4611,360.961,360.9617,360.962,0.819444444,-0.051851852,0,0,0,,0,147,147,20,1,21,FEM,DIS,150,0,luna,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,360.9622,362.4332,l,1,0.8126,,0.8126,1,362.4333,362.9332,362.9332,362.9333,0.819444444,-0.051851852,0,0,0,,0,148,148,37,1,38,FEM,AGR,150,0,mina,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,362.9339,364.1485,l,1,0.5557,,0.5557,1,364.1485,364.6485,364.6486,364.6486,0.819444444,-0.051851852,0,0,0,,0,149,149,392,1,393,MAS,DIS,150,0,barrio,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,364.649,365.829,l,1,0.5235,,0.5235,1,365.829,366.329,366.329,366.329,0.819444444,-0.051851852,0,0,0,,0,150,150,326,1,327,MAS,DIS,150,0,carro,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,366.3296,367.3846,l,0,0.3961,,0.3961,0,367.385,367.8845,367.8846,367.8847,0.819444444,-0.051851852,0,0,0,,0,151,151,456,1,457,FEM,DIS,150,1,vaca,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,367.8852,368.9957,s,1,0.4538,,0.4538,1,368.996,369.4956,369.4963,369.4966,0.819444444,-0.051851852,0,0,0,,0,152,152,459,1,460,FEM,AGR,150,1,orca,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,369.4969,370.6971,l,1,0.5429,,0.5429,1,370.6971,371.1971,371.1971,371.1971,0.819444444,-0.051851852,0,0,0,,0,153,153,74,1,75,FEM,DIS,150,0,clase,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,371.1977,372.4331,l,1,0.5767,,0.5767,1,372.4332,372.9331,372.9332,372.9332,0.819444444,-0.051851852,0,0,0,,0,154,154,218,1,219,MAS,DIS,150,0,voto,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,372.9337,374.0165,l,1,0.4238,,0.4238,1,374.0165,374.5164,374.5165,374.5165,0.819444444,-0.051851852,0,0,0,,0,155,155,71,1,72,FEM,AGR,150,0,mujer,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,374.5171,375.6622,l,1,0.4875,,0.4875,1,375.6624,376.1623,376.1623,376.1623,0.819444444,-0.051851852,0,0,0,,0,156,156,342,1,343,MAS,DIS,150,0,rumbo,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,376.1629,377.4955,l,1,0.675,,0.675,1,377.4956,377.9956,377.9956,377.9957,0.819444444,-0.051851852,0,0,0,,0,157,157,80,1,81,FEM,DIS,150,0,mitad,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,377.9962,379.2664,s,0,0.6112,,0.6112,0,379.2668,379.7664,379.7669,379.7673,0.819444444,-0.051851852,0,0,0,,0,158,158,298,1,299,MAS,DIS,150,0,novio,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,379.7676,381.3533,l,1,0.9305,,0.9305,1,381.3537,381.8497,381.8498,381.8498,0.819444444,-0.051851852,0,0,0,,0,159,159,358,1,359,MAS,DIS,150,0,estado,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,381.8503,383.1622,l,1,0.6543,,0.6543,1,383.1623,383.6622,383.6622,383.6623,0.819444444,-0.051851852,0,0,0,,0,160,160,198,1,199,FEM,DIS,150,0,jugada,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,383.6628,384.7802,s,1,0.46,,0.46,1,384.7803,385.2803,385.2803,385.2804,0.819444444,-0.051851852,0,0,0,,0,161,161,492,1,493,MAS,DIS,150,1,pato,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,385.2809,386.447,l,1,0.5077,,0.5077,1,386.447,386.9469,386.9469,386.947,0.819444444,-0.051851852,0,0,0,,0,162,162,329,1,330,MAS,AGR,150,0,queso,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,386.9476,388.1275,l,1,0.5248,,0.5248,1,388.1275,388.6274,388.6275,388.6275,0.819444444,-0.051851852,0,0,0,,0,163,163,280,1,281,MAS,DIS,150,0,coche,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,388.628,389.815,s,0,0.528,,0.528,0,389.8154,390.3149,390.3155,390.3158,0.819444444,-0.051851852,0,0,0,,0,164,164,393,1,394,MAS,AGR,150,0,abrigo,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,390.3161,391.4122,l,1,0.4392,,0.4392,1,391.4126,391.9121,391.9121,391.9122,0.819444444,-0.051851852,0,0,0,,0,165,165,124,1,125,FEM,DIS,150,0,jaula,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,391.9128,393.0649,l,1,0.4933,,0.4933,1,393.0649,393.5649,393.5649,393.565,0.819444444,-0.051851852,0,0,0,,0,166,166,283,1,284,MAS,AGR,150,0,poder,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,393.5655,394.8496,s,0,0.6252,,0.6252,0,394.85,395.3496,395.3496,395.3497,0.819444444,-0.051851852,0,0,0,,0,167,167,60,1,61,FEM,DIS,150,0,leña,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,395.3503,396.4607,l,1,0.455,,0.455,1,396.4611,396.9607,396.9608,396.9608,0.819444444,-0.051851852,0,0,0,,0,168,168,277,1,278,MAS,AGR,150,0,señor,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,396.9613,398.1968,l,1,0.5771,,0.5771,1,398.1968,398.6968,398.6973,398.6977,0.819444444,-0.051851852,0,0,0,,0,169,169,16,1,17,FEM,DIS,150,0,caja,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,398.698,399.8635,s,1,0.5073,,0.5073,1,399.8636,400.3635,400.3635,400.3636,0.819444444,-0.051851852,0,0,0,,0,170,170,487,1,488,MAS,AGR,150,1,gato,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,400.3641,401.5648,s,0,0.5419,,0.5419,0,401.5653,402.0648,402.0648,402.0649,0.819444444,-0.051851852,0,0,0,,0,171,171,62,1,63,FEM,DIS,150,0,rama,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,402.0654,403.2316,l,1,0.5072,,0.5072,1,403.232,403.7315,403.7316,403.7316,0.819444444,-0.051851852,0,0,0,,0,172,172,101,1,102,FEM,AGR,150,0,tarea,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,403.7322,404.6968,l,1,0.3071,,0.3071,1,404.6968,405.1967,405.1968,405.1969,0.819444444,-0.051851852,0,0,0,,0,173,173,105,1,106,FEM,AGR,150,0,arena,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,405.1973,406.2106,l,1,0.3572,,0.3572,1,406.2107,406.7106,406.7106,406.7107,0.819444444,-0.051851852,0,0,0,,0,174,174,78,1,79,FEM,DIS,150,0,vista,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,406.7112,407.9329,s,0,0.5628,,0.5628,0,407.9333,408.4329,408.4336,408.4339,0.819444444,-0.051851852,0,0,0,,0,175,175,207,1,208,FEM,AGR,150,0,lupa,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,408.4342,409.6967,l,1,0.6054,,0.6054,1,409.6971,410.1967,410.1968,410.1968,0.819444444,-0.051851852,0,0,0,,0,176,176,8,1,9,FEM,DIS,150,0,cama,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,410.1973,411.1134,l,0,0.2578,,0.2578,0,411.1138,411.6134,411.6134,411.6135,0.819444444,-0.051851852,0,0,0,,0,177,177,507,1,508,MAS,AGR,150,1,mirlo,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,411.614,412.7106,l,1,0.4413,,0.4413,1,412.7109,413.2105,413.2106,413.2106,0.819444444,-0.051851852,0,0,0,,0,178,178,385,1,386,MAS,AGR,150,0,pedazo,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,413.2112,414.5995,s,1,0.7292,,0.7292,1,414.5996,415.0994,415.0995,415.0995,0.819444444,-0.051851852,0,0,0,,0,179,179,539,1,540,MAS,AGR,150,1,cisne,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,415.1001,416.2314,l,1,0.4726,,0.4726,1,416.2314,416.7313,416.7319,416.7323,0.819444444,-0.051851852,0,0,0,,0,180,180,184,1,185,FEM,DIS,150,0,cuerda,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,416.7326,417.9813,l,1,0.591,,0.591,1,417.9814,418.4814,418.4814,418.4815,0.819444444,-0.051851852,0,0,0,,0,181,181,306,1,307,MAS,DIS,150,0,huevo,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,418.482,419.4814,l,1,0.3403,,0.3403,1,419.4814,419.9813,419.9814,419.9814,0.819444444,-0.051851852,0,0,0,,0,182,182,163,1,164,FEM,AGR,150,0,imagen,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,419.982,421.0648,l,1,0.4241,,0.4241,1,421.0648,421.5647,421.5647,421.5648,0.819444444,-0.051851852,0,0,0,,0,183,183,5,1,6,FEM,AGR,150,0,mamá,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,421.5653,422.5993,l,0,0.3753,,0.3753,0,422.5999,423.0995,423.0996,423.0997,0.819444444,-0.051851852,0,0,0,,0,184,184,505,1,506,MAS,AGR,150,1,pulpo,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,423.1002,424.1341,l,1,0.3753,,0.3753,1,424.1345,424.6341,424.6341,439.8285,0.819444444,-0.051851852,0,0,0,space,0,185,185,279,1,280,MAS,AGR,150,0,miedo,el,5,15.1831,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,439.829,440.9465,l,1,0.4596,,0.4596,1,440.9465,441.4464,441.447,441.4473,0.819444444,-0.051851852,0,0,0,,0,186,186,210,1,211,MAS,DIS,150,0,niño,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,441.4476,442.4812,l,1,0.3753,,0.3753,1,442.4812,442.9811,442.9812,442.9812,0.819444444,-0.051851852,0,0,0,,0,187,187,398,1,399,MAS,DIS,150,0,espejo,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,442.9817,444.0297,l,1,0.3902,,0.3902,1,444.0298,444.5297,444.5298,444.5298,0.819444444,-0.051851852,0,0,0,,0,188,188,33,1,34,FEM,AGR,150,0,miel,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,444.5304,445.7936,l,1,0.6079,,0.6079,1,445.7937,446.2936,446.2936,446.2937,0.819444444,-0.051851852,0,0,0,,0,189,189,274,1,275,MAS,DIS,150,0,padre,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,446.2942,447.3839,s,1,0.4306,,0.4306,1,447.3839,447.8838,447.8839,447.8839,0.819444444,-0.051851852,0,0,0,,0,190,190,446,1,447,FEM,DIS,150,1,avispa,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,447.8845,449.0505,l,1,0.5071,,0.5071,1,449.0505,449.5505,449.551,449.5514,0.819444444,-0.051851852,0,0,0,,0,191,191,178,1,179,FEM,DIS,150,0,muñeca,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,449.5517,450.613,l,1,0.4038,,0.4038,1,450.613,451.113,451.1131,451.1131,0.819444444,-0.051851852,0,0,0,,0,192,192,114,1,115,FEM,DIS,150,0,frase,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,451.1136,452.1478,l,1,0.3752,,0.3752,1,452.1478,452.6477,452.6477,452.6478,0.819444444,-0.051851852,0,0,0,,0,193,193,108,1,109,FEM,DIS,150,0,regla,el,5,,,,
