counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,consent_prescreening.block_1/declare_consent,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,response.rt,response.duration,rt,corr,feedback.started,feedback.stopped,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,826.0482,827.1791,l,1,0.4746,,0.4746,1,827.1792,827.6755,827.6755,827.6756,0.819444444,-0.051851852,0,0,0,,0,415,415,120,1,121,FEM,DIS,150,0,prima,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,827.6761,828.9291,l,1,0.5908,,0.5908,1,828.9292,829.4291,829.4292,829.4292,0.819444444,-0.051851852,0,0,0,,0,416,416,335,1,336,MAS,AGR,150,0,reino,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,829.4297,830.4777,l,0,0.3909,,0.3909,0,830.4781,830.9777,830.9777,830.9778,0.819444444,-0.051851852,0,0,0,,0,417,417,551,1,552,MAS,AGR,150,1,búho,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,830.9783,832.0611,l,1,0.4245,,0.4245,1,832.0614,832.561,832.561,832.5612,0.819444444,-0.051851852,0,0,0,,0,418,418,40,1,41,FEM,DIS,150,0,cruz,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,832.5616,833.6582,s,1,0.4413,,0.4413,1,833.6583,834.1583,834.1587,834.159,0.819444444,-0.051851852,0,0,0,,0,419,419,434,1,435,FEM,DIS,150,1,araña,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,834.1593,835.2485,l,1,0.4308,,0.4308,1,835.2486,835.7485,835.7485,835.7486,0.819444444,-0.051851852,0,0,0,,0,420,420,289,1,290,MAS,AGR,150,0,sueño,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,835.7491,836.8944,s,1,0.4883,,0.4883,1,836.8944,837.3943,837.3943,837.3944,0.819444444,-0.051851852,0,0,0,,0,421,421,462,1,463,FEM,DIS,150,1,ostra,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,837.3948,838.4985,l,1,0.4446,,0.4446,1,838.4985,839.0018,839.0018,839.0019,0.819444444,-0.051851852,0,0,0,,0,422,422,299,1,300,MAS,AGR,150,0,papel,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,839.0025,840.0496,l,1,0.3883,,0.3883,1,840.0496,840.5471,840.5471,840.5471,0.819444444,-0.051851852,0,0,0,,0,423,423,216,1,217,MAS,DIS,150,0,pelo,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,840.5477,841.6443,l,1,0.432,,0.432,1,841.6443,842.1443,842.1444,842.1444,0.819444444,-0.051851852,0,0,0,,0,424,424,12,1,13,FEM,DIS,150,0,nave,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,842.145,843.3596,l,1,0.5583,,0.5583,1,843.3597,843.8595,843.8601,843.8604,0.819444444,-0.051851852,0,0,0,,0,425,425,2,1,3,FEM,DIS,150,0,cosa,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,843.8607,844.9776,l,1,0.4602,,0.4602,1,844.9777,845.4776,845.4776,845.4777,0.819444444,-0.051851852,0,0,0,,0,426,426,199,1,200,FEM,AGR,150,0,fianza,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,845.4782,846.5609,l,1,0.4253,,0.4253,1,846.561,847.0609,847.0609,847.0609,0.819444444,-0.051851852,0,0,0,,0,427,427,6,1,7,FEM,DIS,150,0,hija,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,847.0615,848.2623,l,1,0.5418,,0.5418,1,848.2624,848.7623,848.7623,848.7623,0.819444444,-0.051851852,0,0,0,,0,428,428,139,1,140,FEM,AGR,150,0,cabeza,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,848.7629,849.7137,l,1,0.2917,,0.2917,1,849.7137,850.2136,850.2136,850.2137,0.819444444,-0.051851852,0,0,0,,0,429,429,57,1,58,FEM,AGR,150,0,loca,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,850.2143,851.297,l,1,0.4238,,0.4238,1,851.297,851.7934,851.7939,851.7942,0.819444444,-0.051851852,0,0,0,,0,430,430,378,1,379,MAS,DIS,150,0,sonido,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,851.7945,852.8942,l,1,0.4398,,0.4398,1,852.8942,853.3942,853.3942,853.3942,0.819444444,-0.051851852,0,0,0,,0,431,431,147,1,148,FEM,AGR,150,0,sangre,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,853.3948,854.3456,l,1,0.2903,,0.2903,1,854.3456,854.8455,854.8456,854.8456,0.819444444,-0.051851852,0,0,0,,0,432,432,373,1,374,MAS,AGR,150,0,puente,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,854.8461,855.9984,l,1,0.4932,,0.4932,1,855.9984,856.4983,856.4983,856.4984,0.819444444,-0.051851852,0,0,0,,0,433,433,359,1,360,MAS,AGR,150,0,ataque,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,856.4989,857.5434,l,1,0.3894,,0.3894,1,857.5435,858.04,858.04,858.0401,0.819444444,-0.051851852,0,0,0,,0,434,434,95,1,96,FEM,AGR,150,0,reina,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,858.0405,859.0608,l,1,0.3625,,0.3625,1,859.0609,859.5608,859.5609,859.5609,0.819444444,-0.051851852,0,0,0,,0,435,435,303,1,304,MAS,AGR,150,0,fondo,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,859.5614,860.5817,l,1,0.3613,,0.3613,1,860.5817,861.0816,861.0821,861.0823,0.819444444,-0.051851852,0,0,0,,0,436,436,315,1,316,MAS,AGR,150,0,reloj,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,861.0827,862.0261,l,1,0.2883,,0.2883,1,862.0261,862.526,862.526,862.5261,0.819444444,-0.051851852,0,0,0,,0,437,437,346,1,347,MAS,DIS,150,0,dinero,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,862.5266,863.5468,l,1,0.354,,0.354,1,863.5469,864.0469,864.0469,864.0469,0.819444444,-0.051851852,0,0,0,,0,438,438,70,1,71,FEM,DIS,150,0,gente,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,864.0475,864.9635,l,1,0.2574,,0.2574,1,864.9636,865.4635,865.4635,865.4636,0.819444444,-0.051851852,0,0,0,,0,439,439,69,1,70,FEM,AGR,150,0,noche,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,865.4641,866.4184,l,1,0.2992,,0.2992,1,866.4184,866.9149,866.9149,866.915,0.819444444,-0.051851852,0,0,0,,0,440,440,413,1,414,MAS,AGR,150,0,templo,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,866.9155,867.8941,l,1,0.3216,,0.3216,1,867.8941,868.394,868.394,868.3941,0.819444444,-0.051851852,0,0,0,,0,441,441,325,1,326,MAS,AGR,150,0,video,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,868.3945,869.2968,l,1,0.2432,,0.2432,1,869.2969,869.7968,869.7974,869.7977,0.819444444,-0.051851852,0,0,0,,0,442,442,94,1,95,FEM,DIS,150,0,leche,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,869.798,870.6926,l,0,0.2391,,0.2391,0,870.693,871.1926,871.1926,871.1928,0.819444444,-0.051851852,0,0,0,,0,443,443,471,1,472,FEM,AGR,150,1,mosca,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,871.1932,872.276,l,1,0.4276,,0.4276,1,872.2763,872.776,872.776,872.776,0.819444444,-0.051851852,0,0,0,,0,444,444,100,1,101,FEM,DIS,150,0,magia,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,872.7766,873.7656,s,0,0.3338,,0.3338,0,873.7659,874.2621,874.2621,874.2622,0.819444444,-0.051851852,0,0,0,,0,445,445,320,1,321,MAS,DIS,150,0,dueño,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,874.2627,875.3593,s,1,0.4404,,0.4404,1,875.3597,875.8593,875.8593,875.8593,0.819444444,-0.051851852,0,0,0,,0,446,446,534,1,535,MAS,DIS,150,1,pollo,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,875.8599,877.0815,l,1,0.5627,,0.5627,1,877.0816,877.5815,877.582,877.5823,0.819444444,-0.051851852,0,0,0,,0,447,447,192,1,193,FEM,DIS,150,0,cabina,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,877.5826,878.7482,l,1,0.5072,,0.5072,1,878.7482,879.2482,879.2482,879.2482,0.819444444,-0.051851852,0,0,0,,0,448,448,354,1,355,MAS,DIS,150,0,marido,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,879.2488,880.1926,l,1,0.2879,,0.2879,1,880.1926,880.6926,880.6926,880.6927,0.819444444,-0.051851852,0,0,0,,0,449,449,202,1,203,FEM,DIS,150,0,niebla,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,880.6932,881.7967,l,1,0.4446,,0.4446,1,881.7967,882.2967,882.2968,882.2968,0.819444444,-0.051851852,0,0,0,,0,450,450,180,1,181,FEM,DIS,150,0,página,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,882.2973,883.4148,s,1,0.4584,,0.4584,1,883.4148,883.9147,883.9147,883.9148,0.819444444,-0.051851852,0,0,0,,0,451,451,522,1,523,MAS,DIS,150,1,gato,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,883.9153,884.9148,l,1,0.3404,,0.3404,1,884.9148,885.4147,885.4148,885.4149,0.819444444,-0.051851852,0,0,0,,0,452,452,300,1,301,MAS,DIS,150,0,suelo,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,885.4154,886.512,l,1,0.4371,,0.4371,1,886.5121,887.0119,887.0125,887.0128,0.819444444,-0.051851852,0,0,0,,0,453,453,174,1,175,FEM,DIS,150,0,cadena,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,887.0131,887.9425,l,0,0.2754,,0.2754,0,887.9429,888.4425,888.4425,888.4425,0.819444444,-0.051851852,0,0,0,,0,454,454,529,1,530,MAS,AGR,150,1,topo,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,888.4431,889.6579,s,1,0.5597,,0.5597,1,889.6583,890.1577,890.1577,890.1578,0.819444444,-0.051851852,0,0,0,,0,455,455,436,1,437,FEM,DIS,150,1,mosca,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,890.1583,891.394,l,1,0.5786,,0.5786,1,891.3941,891.8938,891.8938,891.894,0.819444444,-0.051851852,0,0,0,,0,456,456,212,1,213,MAS,DIS,150,0,plan,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,891.8944,892.9285,l,1,0.3756,,0.3756,1,892.9286,893.4286,893.4286,893.4287,0.819444444,-0.051851852,0,0,0,,0,457,457,142,1,143,FEM,DIS,150,0,semana,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,893.4291,894.3939,l,1,0.3072,,0.3072,1,894.394,894.8938,894.8944,894.8946,0.819444444,-0.051851852,0,0,0,,0,458,458,286,1,287,MAS,DIS,150,0,viaje,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,894.8949,895.9285,l,1,0.3761,,0.3761,1,895.9286,896.4286,896.4286,896.4286,0.819444444,-0.051851852,0,0,0,,0,459,459,121,1,122,FEM,AGR,150,0,barra,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,896.4291,897.498,l,1,0.4098,,0.4098,1,897.4981,897.998,897.998,897.998,0.819444444,-0.051851852,0,0,0,,0,460,460,194,1,195,FEM,DIS,150,0,novela,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,897.9985,899.2758,s,0,0.6213,,0.6213,0,899.2761,899.7757,899.7757,899.7758,0.819444444,-0.051851852,0,0,0,,0,461,461,247,1,248,MAS,AGR,150,0,cabo,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,899.7763,900.8798,s,0,0.4445,,0.4445,0,900.8799,901.3799,901.38,901.38,0.819444444,-0.051851852,0,0,0,,0,462,462,110,1,111,FEM,DIS,150,0,torre,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,901.3805,902.5257,l,1,0.4875,,0.4875,1,902.5261,903.0257,903.0257,903.0257,0.819444444,-0.051851852,0,0,0,,0,463,463,379,1,380,MAS,AGR,150,0,delito,el,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,903.0263,904.2479,l,1,0.5627,,0.5627,1,904.2479,904.7479,904.7484,904.7487,0.819444444,-0.051851852,0,0,0,,0,464,464,243,1,244,MAS,AGR,150,0,tubo,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,904.7491,905.8451,s,1,0.4315,,0.4315,1,905.8451,906.3451,906.3452,906.3452,0.819444444,-0.051851852,0,0,0,,0,465,465,506,1,507,MAS,DIS,150,1,gecko,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,906.3456,907.4423,s,0,0.4411,,0.4411,0,907.4427,907.9423,907.9424,907.9424,0.819444444,-0.051851852,0,0,0,,0,466,466,67,1,68,FEM,AGR,150,0,lana,la,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,907.9429,909.1576,s,1,0.5591,,0.5591,1,909.1579,909.6575,909.6576,909.6576,0.819444444,-0.051851852,0,0,0,,0,467,467,428,1,429,FEM,DIS,150,1,cobra,el,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,909.6581,910.7131,s,1,0.3961,,0.3961,1,910.7132,911.2131,911.2132,911.2132,0.819444444,-0.051851852,0,0,0,,0,468,468,452,1,453,FEM,DIS,150,1,foca,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,911.2137,912.2757,l,1,0.4069,,0.4069,1,912.2757,912.7758,912.7763,912.7768,0.819444444,-0.051851852,0,0,0,,0,469,469,99,1,100,FEM,AGR,150,0,cinta,la,5,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,912.7772,913.9631,s,1,0.528,,0.528,1,913.9632,914.4631,914.4631,914.4632,0.819444444,-0.051851852,0,0,0,,0,470,470,510,1,511,MAS,DIS,150,1,conejo,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,914.4637,915.5986,l,1,0.4797,,0.4797,1,915.5986,916.095,916.095,916.0951,0.819444444,-0.051851852,0,0,0,,0,471,471,28,1,29,FEM,DIS,150,0,bola,el,4,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,916.0956,917.1923,l,1,0.4333,,0.4333,1,917.1923,917.6922,917.6922,917.6923,0.819444444,-0.051851852,0,0,0,,0,472,472,366,1,367,MAS,DIS,150,0,cuello,la,6,,,,
,,,,,,,4df4a27b2cca653f608f6286,67d30250bc6dd184d4aaad81,67d8022f065f0f413c5896b6,2025-03-17_06h07.12.194,Tarea de clasificación semántica,2024.2.5,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,917.6929,918.8589,s,1,0.5095,,0.5095,1,918.8589,919.3588,919.3589,919.3589,0.819444444,-0.051851852,0,0,0,,0,473,473,464,1,465,FEM,DIS,150,1,cabra,el,5,,,,
