counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/declare_consent,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,response.rt,response.duration,rt,corr,feedback.started,feedback.stopped,instr_done_touch.clicked_name,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_keyboard.rt,break_done_keyboard.duration,break_done_touch.clicked_name,End.started,End.stopped
1,7,"[""over_18"",""consent_given"",""read_info"",""comfortable""]",22,M,"[""none""]","[""spanish"",""english""]",6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,59.3046,59.3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,59.3373,101.8555,space,42.439,,-0.141233453,-0.010638021,0,0,0,0,0,0,0,1,1,instructions,"INSTRUCCIONES
Va a realizar una prueba de clasificación de palabras. Desde comienzo de la prueba siempre mire al centro de la pantalla. Al cabo de un momento, aparecerán palabras. La tarea consiste en determinar si la palabra del centro (siempre será un sustantivo) se refiere un animal (no humano).

Pulse la tecla ESPACIO para continuar.",0,keyboardresponseNA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,101.86,150.3908,space,48.4299,,-0.248592868,-0.347376641,0,0,0,0,1,1,1,1,2,instructions,"En el teclado de su dispositivo, pulse la tecla ""L"" para las palabras que se refieren a animales (por ejemplo: ""buey"") y la tecla ""S"" para las palabras que no se refieren a animales (por ejemplo: ""vecino"").

Pulse la tecla ESPACIO para continuar.",1,keyboardresponseNA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,150.3952,172.4136,space,21.9756,,-0.248592868,-0.347376641,0,0,0,0,2,2,2,1,3,instructions,"Es muy importante que responda con la mayor rapidez y precisión posibles, ya que cada cadena de letras sólo estará en pantalla durante un instante. Si no responde en ese tiempo, aparecerá el mensaje ""Muy lento"" y el experimento pasará a la siguiente palabra. Los primeros 15 intentos serán de práctica y habrá dos descansos durante la prueba.
Pulse la tecla ESPACIO para iniciar la parte de práctica.",0,keyboardresponseNA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,208.8302,218.4646,,,,-0.111754964,-0.398321601,1,0,0,,,,,,,,,,,218.6471,221.0512,s,1,1.7091,,1.7091,1,221.0513,221.5618,instr_done_button,221.5621,221.5652,-0.111754964,-0.398321601,0,0,0,,0,0,0,302,1,303,MAS,DIS,150,0,baile,la,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,221.5665,222.9268,l,0,0.6548,,0.6548,0,222.9276,223.4285,,223.4286,223.4287,-0.111754964,-0.398321601,0,0,0,,0,1,1,51,1,52,FEM,AGR,150,0,gota,la,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,223.4298,224.6512,s,0,0.5588,,0.5588,0,224.6513,225.1273,,225.1287,225.1303,-0.111754964,-0.398321601,0,0,0,,0,2,2,555,1,556,MAS,AGR,150,1,ciervo,el,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,225.1314,226.4773,l,1,0.6566,,0.6566,1,226.4784,227.0124,,227.0125,227.0126,-0.111754964,-0.398321601,0,0,0,,0,3,3,457,1,458,FEM,AGR,150,1,mula,la,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,227.0142,228.9841,s,1,1.2875,,1.2875,1,228.9842,229.4762,,229.4762,229.4764,-0.111754964,-0.398321601,0,0,0,,0,4,4,275,1,276,MAS,AGR,150,0,mundo,el,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,229.4773,230.9263,l,1,0.7883,,0.7883,1,230.9265,231.4172,,231.4174,231.4177,-0.111754964,-0.398321601,0,0,0,,0,5,5,480,1,481,FEM,DIS,150,1,urraca,el,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,231.4196,232.799,s,1,0.7155,,0.7155,1,232.7995,233.2995,,233.2996,233.2998,-0.111754964,-0.398321601,0,0,0,,0,6,6,319,1,320,MAS,AGR,150,0,humor,el,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,233.3013,234.6727,s,1,0.6987,,0.6987,1,234.6728,235.1777,,235.1779,235.1781,-0.111754964,-0.398321601,0,0,0,,0,7,7,362,1,363,MAS,DIS,150,0,pasado,la,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,235.1797,236.3425,l,1,0.49,,0.49,1,236.3425,236.8329,,236.8342,236.8355,-0.111754964,-0.398321601,0,0,0,,0,8,8,419,1,420,FEM,AGR,150,1,gata,la,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,236.8365,238.3148,s,1,0.8065,,0.8065,1,238.3148,238.8134,,238.8136,238.8138,-0.111754964,-0.398321601,0,0,0,,0,9,9,181,1,182,FEM,AGR,150,0,altura,la,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,238.815,240.1678,l,1,0.6826,,0.6826,1,240.1685,240.6615,,240.6615,240.6617,-0.111754964,-0.398321601,0,0,0,,0,10,10,486,1,487,MAS,DIS,150,1,ganso,la,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,240.6633,241.944,s,1,0.5902,,0.5902,1,241.9441,242.4482,,242.4483,242.4485,-0.111754964,-0.398321601,0,0,0,,0,11,11,125,1,126,FEM,AGR,150,0,barba,la,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,242.4497,243.675,s,1,0.5527,,0.5527,1,243.675,244.1923,,244.1925,244.1926,-0.111754964,-0.398321601,0,0,0,,0,12,12,120,1,121,FEM,DIS,150,0,prima,el,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,244.194,245.6753,s,1,0.8013,,0.8013,1,245.6754,246.1792,,246.1805,246.1821,-0.111754964,-0.398321601,0,0,0,,0,13,13,367,1,368,MAS,AGR,150,0,anillo,el,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,246.1832,247.427,s,1,0.57,,0.57,1,247.4271,247.9237,,247.9238,247.9239,-0.111754964,-0.398321601,0,0,0,,0,14,14,85,1,86,FEM,AGR,150,0,prisa,la,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,247.9252,249.6554,s,1,1.0541,,1.0541,1,249.6557,250.1554,,250.1555,250.1557,-0.111754964,-0.398321601,0,0,0,,0,15,15,349,1,350,MAS,AGR,150,0,equipo,el,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,250.1581,251.363,s,1,0.5331,,0.5331,1,251.3631,251.8537,,251.8538,251.8539,-0.111754964,-0.398321601,0,0,0,,0,16,16,78,1,79,FEM,DIS,150,0,vista,el,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,251.8551,253.1194,l,1,0.5815,,0.5815,1,253.1195,253.6194,,253.6195,253.6196,-0.111754964,-0.398321601,0,0,0,,0,17,17,423,1,424,FEM,AGR,150,1,loba,la,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,253.6207,254.8686,s,1,0.5694,,0.5694,1,254.8687,255.34,,255.3401,255.3401,-0.111754964,-0.398321601,0,0,0,,0,18,18,415,1,416,MAS,AGR,150,0,aceite,el,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,255.3414,256.7335,l,1,0.7264,,0.7264,1,256.7336,257.2346,,257.2362,257.2379,-0.111754964,-0.398321601,0,0,0,,0,19,19,465,1,466,FEM,AGR,150,1,hiena,la,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,257.2402,258.4674,l,1,0.5583,,0.5583,1,258.4675,258.9683,,258.9684,258.9685,-0.111754964,-0.398321601,0,0,0,,0,20,20,446,1,447,FEM,DIS,150,1,avispa,el,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,258.9698,260.1308,s,1,0.4748,,0.4748,1,260.1308,260.6334,,260.6334,260.6336,-0.111754964,-0.398321601,0,0,0,,0,21,21,350,1,351,MAS,DIS,150,0,cuerpo,la,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,260.6347,262.083,s,1,0.7673,,0.7673,1,262.0831,262.5797,,262.5798,262.58,-0.111754964,-0.398321601,0,0,0,,0,22,22,342,1,343,MAS,DIS,150,0,rumbo,la,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,262.5819,264.3614,s,1,1.1104,,1.1104,1,264.3615,264.862,,264.8621,264.8623,-0.111754964,-0.398321601,0,0,0,,0,23,23,62,1,63,FEM,DIS,150,0,rama,el,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,264.8636,266.177,s,1,0.6507,,0.6507,1,266.177,266.6662,,266.6663,266.6665,-0.111754964,-0.398321601,0,0,0,,0,24,24,130,1,131,FEM,DIS,150,0,presa,el,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,266.6677,268.176,l,0,0.8185,,0.8185,0,268.1767,268.6763,,268.6777,268.6804,-0.111754964,-0.398321601,0,0,0,,0,25,25,247,1,248,MAS,AGR,150,0,cabo,el,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,268.6818,269.9585,s,1,0.5974,,0.5974,1,269.9596,270.4578,,270.4578,270.4579,-0.111754964,-0.398321601,0,0,0,,0,26,26,299,1,300,MAS,AGR,150,0,papel,el,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,270.4591,271.6735,s,1,0.4916,,0.4916,1,271.6736,272.1615,,272.1615,272.1618,-0.111754964,-0.398321601,0,0,0,,0,27,27,70,1,71,FEM,DIS,150,0,gente,el,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,272.1633,273.5562,s,1,0.7237,,0.7237,1,273.5563,274.0579,,274.058,274.058,-0.111754964,-0.398321601,0,0,0,,0,28,28,191,1,192,FEM,AGR,150,0,actriz,la,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,274.0592,275.4706,s,1,0.7401,,0.7401,1,275.4706,275.9728,,275.9729,275.9736,-0.111754964,-0.398321601,0,0,0,,0,29,29,162,1,163,FEM,DIS,150,0,prensa,el,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,275.9749,277.1124,s,1,0.4597,,0.4597,1,277.1125,277.6037,,277.6052,277.6065,-0.111754964,-0.398321601,0,0,0,,0,30,30,256,1,257,MAS,DIS,150,0,menú,la,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,277.6077,278.6862,s,1,0.4022,,0.4022,1,278.6864,279.1851,,279.1852,279.1852,-0.111754964,-0.398321601,0,0,0,,0,31,31,237,1,238,MAS,AGR,150,0,palo,el,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,279.1862,280.3574,s,1,0.5083,,0.5083,1,280.3576,280.8596,,280.8597,280.8598,-0.111754964,-0.398321601,0,0,0,,0,32,32,23,1,24,FEM,AGR,150,0,isla,la,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,280.8611,282.1139,s,1,0.5811,,0.5811,1,282.1141,282.6017,,282.6017,282.6019,-0.111754964,-0.398321601,0,0,0,,0,33,33,32,1,33,FEM,DIS,150,0,fila,el,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,282.603,283.717,l,0,0.4385,,0.4385,0,283.718,284.2186,,284.2186,284.2188,-0.111754964,-0.398321601,0,0,0,,0,34,34,251,1,252,MAS,AGR,150,0,coro,el,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,284.2202,285.3958,s,1,0.4941,,0.4941,1,285.3974,285.9027,,285.9028,285.9029,-0.111754964,-0.398321601,0,0,0,,0,35,35,153,1,154,FEM,AGR,150,0,cárcel,la,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,285.9045,287.1975,s,1,0.626,,0.626,1,287.1975,287.6998,,287.701,287.7028,-0.111754964,-0.398321601,0,0,0,,0,36,36,182,1,183,FEM,DIS,150,0,maleta,el,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,287.704,289.166,s,1,0.7735,,0.7735,1,289.1661,289.664,,289.664,289.6641,-0.111754964,-0.398321601,0,0,0,,0,37,37,227,1,228,MAS,AGR,150,0,odio,el,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,289.6653,290.9604,s,1,0.6172,,0.6172,1,290.9605,291.4486,,291.4487,291.4488,-0.111754964,-0.398321601,0,0,0,,0,38,38,393,1,394,MAS,AGR,150,0,abrigo,el,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,291.4499,292.4861,s,0,0.3552,,0.3552,0,292.4872,292.976,,292.9761,292.9762,-0.111754964,-0.398321601,0,0,0,,0,39,39,489,1,490,MAS,AGR,150,1,lobo,el,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,292.9778,294.1582,s,1,0.5151,,0.5151,1,294.1589,294.6493,,294.6494,294.6496,-0.111754964,-0.398321601,0,0,0,,0,40,40,358,1,359,MAS,DIS,150,0,estado,la,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,294.651,295.8638,s,1,0.4206,,0.4206,1,295.8639,296.358,,296.3602,296.3621,-0.111754964,-0.398321601,0,0,0,,0,41,41,269,1,270,MAS,AGR,150,0,lodo,el,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,296.3633,297.4127,s,1,0.3639,,0.3639,1,297.4128,297.9114,,297.9114,297.9115,-0.111754964,-0.398321601,0,0,0,,0,42,42,169,1,170,FEM,AGR,150,0,unidad,la,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,297.9126,299.0727,s,1,0.4882,,0.4882,1,299.0727,299.5735,,299.5736,299.5737,-0.111754964,-0.398321601,0,0,0,,0,43,43,249,1,250,MAS,AGR,150,0,nido,el,4,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,299.5749,300.6828,s,1,0.4233,,0.4233,1,300.6829,301.1712,,301.1714,301.1716,-0.111754964,-0.398321601,0,0,0,,0,44,44,86,1,87,FEM,DIS,150,0,llave,el,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,301.1737,302.2368,s,1,0.3903,,0.3903,1,302.2369,302.7362,,302.7362,302.7364,-0.111754964,-0.398321601,0,0,0,,0,45,45,287,1,288,MAS,AGR,150,0,fuego,el,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,302.7382,303.9032,s,1,0.4851,,0.4851,1,303.9033,304.4068,,304.4069,304.407,-0.111754964,-0.398321601,0,0,0,,0,46,46,186,1,187,FEM,DIS,150,0,charla,el,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,304.4081,305.5495,s,1,0.4623,,0.4623,1,305.5497,306.0522,,306.0539,306.055,-0.111754964,-0.398321601,0,0,0,,0,47,47,396,1,397,MAS,DIS,150,0,jurado,la,6,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,306.0562,307.2001,l,1,0.463,,0.463,1,307.2002,307.7,,307.7001,307.7003,-0.111754964,-0.398321601,0,0,0,,0,48,48,517,1,518,MAS,AGR,150,1,koala,el,5,,,,,
,,,,,,,6e964b5132c2ea0222cac9fd,67d30250bc6dd184d4aaad81,67d7e9a6201df410f7a7df5f,2025-03-17_02h22.15.586,Tarea de clasificación semántica,2024.2.5,MacIntel,57.80346821,,,,,,,,,,,,,,,,,,,,,,,307.7022,308.7351,s,0,0.3554,,0.3554,0,308.736,309.2322,,309.2322,309.2323,-0.111754964,-0.398321601,0,0,0,,0,49,49,460,1,461,FEM,DIS,150,1,pulga,el,5,,,,,
