counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/declare_consent,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,rt,corr,feedback.started,feedback.stopped,response.rt,response.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_touch.clicked_name,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,317.0922,318.1744,l,1,0.4086,1,318.1744,318.6743,0.4086,,318.6743,318.6744,0.013888889,-0.314814815,0,0,0,,0,126,126,439,1,440,FEM,DIS,150,1,iguana,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,318.6748,319.9577,s,1,0.6012,1,319.9578,320.4576,0.6012,,320.4577,320.4578,0.013888889,-0.314814815,0,0,0,,0,127,127,214,1,215,MAS,AGR,150,0,modo,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,320.4582,321.7743,s,1,0.6407,1,321.7744,322.2743,0.6407,,322.2744,322.2745,0.013888889,-0.314814815,0,0,0,,0,128,128,196,1,197,FEM,AGR,150,0,poesía,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,322.2749,323.3744,l,1,0.4281,1,323.3744,323.8744,0.4281,,323.8744,323.8745,0.013888889,-0.314814815,0,0,0,,0,129,129,450,1,451,FEM,AGR,150,1,burra,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,323.8749,325.0744,s,1,0.5219,1,325.0745,325.5744,0.5219,,325.5749,325.5751,0.013888889,-0.314814815,0,0,0,,0,130,130,310,1,311,MAS,AGR,150,0,vuelo,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,325.5754,326.7078,s,1,0.4499,1,326.7078,327.2077,0.4499,,327.2077,327.2078,0.013888889,-0.314814815,0,0,0,,0,131,131,83,1,84,FEM,DIS,150,0,broma,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,327.2082,328.3078,l,1,0.4225,1,328.3078,328.8077,0.4225,,328.8078,328.8079,0.013888889,-0.314814815,0,0,0,,0,132,132,524,1,525,MAS,AGR,150,1,lobo,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,328.8083,329.9411,s,1,0.4584,1,329.9411,330.4411,0.4584,,330.4412,330.4412,0.013888889,-0.314814815,0,0,0,,0,133,133,284,1,285,MAS,AGR,150,0,libro,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,330.4416,331.6911,s,0,0.5746,0,331.6914,332.191,0.5746,,332.191,332.1911,0.013888889,-0.314814815,0,0,0,,0,134,134,531,1,532,MAS,DIS,150,1,atún,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,332.1916,333.2244,s,1,0.3522,1,333.2248,333.7245,0.3522,,333.7245,333.7245,0.013888889,-0.314814815,0,0,0,,0,135,135,274,1,275,MAS,AGR,150,0,padre,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,333.725,334.8912,l,1,0.484,1,334.8912,335.3911,0.484,,335.3916,335.3919,0.013888889,-0.314814815,0,0,0,,0,136,136,429,1,430,FEM,DIS,150,1,cabra,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,335.3922,336.4913,s,1,0.4232,1,336.4913,336.9911,0.4232,,336.9911,336.9911,0.013888889,-0.314814815,0,0,0,,0,137,137,294,1,295,MAS,AGR,150,0,barco,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,336.9917,338.0577,s,1,0.3907,1,338.0578,338.5578,0.3907,,338.5578,338.5578,0.013888889,-0.314814815,0,0,0,,0,138,138,156,1,157,FEM,AGR,150,0,escena,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,338.5583,339.7744,l,1,0.5468,1,339.7745,340.2745,0.5468,,340.2745,340.2746,0.013888889,-0.314814815,0,0,0,,0,139,139,536,1,537,MAS,AGR,150,1,tigre,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,340.2751,341.4078,l,1,0.4538,1,341.4078,341.9078,0.4538,,341.9079,341.9079,0.013888889,-0.314814815,0,0,0,,0,140,140,515,1,516,MAS,DIS,150,1,ratón,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,341.9084,343.6244,l,1,1.0383,1,343.6245,344.1245,1.0383,,344.125,344.1253,0.013888889,-0.314814815,0,0,0,,0,141,141,529,1,530,MAS,DIS,150,1,topo,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,344.1256,345.2745,s,1,0.4701,1,345.2745,345.7745,0.4701,,345.7746,345.7746,0.013888889,-0.314814815,0,0,0,,0,142,142,331,1,332,MAS,DIS,150,0,ritmo,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,345.775,346.9246,l,1,0.4689,1,346.9247,347.4245,0.4689,,347.4245,347.4246,0.013888889,-0.314814815,0,0,0,,0,143,143,544,1,545,MAS,AGR,150,1,coyote,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,347.4251,348.7246,s,0,0.6239,0,348.7249,349.2246,0.6239,,349.2246,349.2246,0.013888889,-0.314814815,0,0,0,,0,144,144,547,1,548,MAS,DIS,150,1,narval,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,349.2251,350.4079,l,1,0.5114,1,350.4082,350.908,0.5114,,350.908,350.908,0.013888889,-0.314814815,0,0,0,,0,145,145,551,1,552,MAS,DIS,150,1,búho,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,350.9085,352.0412,l,1,0.4554,1,352.0412,352.5412,0.4554,,352.5412,352.5413,0.013888889,-0.314814815,0,0,0,,0,146,146,540,1,541,MAS,AGR,150,1,pulpo,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,352.5417,353.5912,l,1,0.379,1,353.5912,354.0912,0.379,,354.0917,354.092,0.013888889,-0.314814815,0,0,0,,0,147,147,537,1,538,MAS,DIS,150,1,lince,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,354.0923,355.2913,s,1,0.5212,1,355.2913,355.7912,0.5212,,355.7913,355.7913,0.013888889,-0.314814815,0,0,0,,0,148,148,24,1,25,FEM,AGR,150,0,piel,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,355.7918,356.7412,s,0,0.2696,0,356.7415,357.2412,0.2696,,357.2412,357.2414,0.013888889,-0.314814815,0,0,0,,0,149,149,499,1,500,MAS,DIS,150,1,pollo,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,357.2418,358.4746,s,1,0.5524,1,358.4749,358.9746,0.5524,,358.9747,358.9747,0.013888889,-0.314814815,0,0,0,,0,150,150,154,1,155,FEM,AGR,150,0,basura,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,358.9751,360.0246,s,1,0.3684,1,360.0247,360.5246,0.3684,,360.5246,360.5247,0.013888889,-0.314814815,0,0,0,,0,151,151,174,1,175,FEM,AGR,150,0,cadena,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,360.5251,361.458,s,1,0.2568,1,361.458,361.958,0.2568,,361.9584,361.9588,0.013888889,-0.314814815,0,0,0,,0,152,152,213,1,214,MAS,DIS,150,0,baño,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,361.9591,362.9913,s,1,0.3524,1,362.9913,363.4913,0.3524,,363.4913,363.4914,0.013888889,-0.314814815,0,0,0,,0,153,153,182,1,183,FEM,AGR,150,0,maleta,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,363.4918,364.558,s,1,0.3969,1,364.558,365.0578,0.3969,,365.0578,365.0579,0.013888889,-0.314814815,0,0,0,,0,154,154,8,1,9,FEM,AGR,150,0,cama,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,365.0583,366.158,s,1,0.4352,1,366.158,366.658,0.4352,,366.658,366.658,0.013888889,-0.314814815,0,0,0,,0,155,155,378,1,379,MAS,AGR,150,0,sonido,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,366.6585,367.558,s,1,0.2166,1,367.558,368.058,0.2166,,368.0581,368.0581,0.013888889,-0.314814815,0,0,0,,0,156,156,106,1,107,FEM,AGR,150,0,pieza,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,368.0585,369.1413,s,1,0.409,1,369.1413,369.6414,0.409,,369.6414,369.6415,0.013888889,-0.314814815,0,0,0,,0,157,157,235,1,236,MAS,DIS,150,0,rayo,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,369.6419,370.6581,s,1,0.3349,1,370.6581,371.158,0.3349,,371.1585,371.1589,0.013888889,-0.314814815,0,0,0,,0,158,158,279,1,280,MAS,DIS,150,0,miedo,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,371.1591,372.1414,s,0,0.3073,0,372.1418,372.6413,0.3073,,372.6414,372.6414,0.013888889,-0.314814815,0,0,0,,0,159,159,443,1,444,FEM,DIS,150,1,nutria,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,372.6419,373.7915,s,1,0.4677,1,373.7918,374.2915,0.4677,,374.2915,374.2915,0.013888889,-0.314814815,0,0,0,,0,160,160,94,1,95,FEM,AGR,150,0,leche,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,374.2919,375.408,s,1,0.4344,1,375.408,375.9082,0.4344,,375.9082,375.9082,0.013888889,-0.314814815,0,0,0,,0,161,161,107,1,108,FEM,DIS,150,0,celda,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,375.9086,376.8249,s,1,0.2392,1,376.8249,377.3248,0.2392,,377.3248,377.3249,0.013888889,-0.314814815,0,0,0,,0,162,162,189,1,190,FEM,DIS,150,0,moneda,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,377.3253,378.3247,s,1,0.3296,1,378.3248,378.8248,0.3296,,378.8249,378.8249,0.013888889,-0.314814815,0,0,0,,0,163,163,249,1,250,MAS,DIS,150,0,nido,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,378.8254,379.6913,s,1,0.1915,1,379.6914,380.1914,0.1915,,380.1918,380.1922,0.013888889,-0.314814815,0,0,0,,0,164,164,245,1,246,MAS,DIS,150,0,mago,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,380.1925,381.2913,l,1,0.4281,1,381.2913,381.7915,0.4281,,381.7915,381.7915,0.013888889,-0.314814815,0,0,0,,0,165,165,555,1,556,MAS,DIS,150,1,ciervo,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,381.792,382.8414,s,1,0.3726,1,382.8414,383.3415,0.3726,,383.3415,383.3415,0.013888889,-0.314814815,0,0,0,,0,166,166,358,1,359,MAS,AGR,150,0,estado,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,383.342,384.3415,s,1,0.315,1,384.3415,384.8415,0.315,,384.8415,384.8416,0.013888889,-0.314814815,0,0,0,,0,167,167,81,1,82,FEM,DIS,150,0,señal,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,384.8421,385.9582,s,1,0.4394,1,385.9582,386.4581,0.4394,,386.4582,386.4582,0.013888889,-0.314814815,0,0,0,,0,168,168,350,1,351,MAS,AGR,150,0,cuerpo,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,386.4586,387.4915,s,1,0.3516,1,387.4915,387.9915,0.3516,,387.9919,387.9922,0.013888889,-0.314814815,0,0,0,,0,169,169,218,1,219,MAS,AGR,150,0,voto,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,387.9926,388.9248,s,1,0.2577,1,388.9249,389.4248,0.2577,,389.4248,389.4249,0.013888889,-0.314814815,0,0,0,,0,170,170,2,1,3,FEM,AGR,150,0,cosa,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,389.4253,390.2749,s,0,0.1742,0,390.2753,390.7749,0.1742,,390.775,390.775,0.013888889,-0.314814815,0,0,0,,0,171,171,554,1,555,MAS,AGR,150,1,gallo,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,390.7755,391.8749,s,1,0.4202,1,391.8752,392.3749,0.4202,,392.3749,392.3749,0.013888889,-0.314814815,0,0,0,,0,172,172,256,1,257,MAS,AGR,150,0,menú,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,392.3753,393.4416,s,1,0.3805,1,393.4416,393.9416,0.3805,,393.9416,393.9416,0.013888889,-0.314814815,0,0,0,,0,173,173,108,1,109,FEM,AGR,150,0,regla,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,393.9421,395.1415,l,1,0.5258,1,395.1417,395.6415,0.5258,,395.6415,395.6416,0.013888889,-0.314814815,0,0,0,,0,174,174,465,1,466,FEM,DIS,150,1,hiena,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,395.642,396.6583,s,1,0.3358,1,396.6583,397.1582,0.3358,,397.1587,397.159,0.013888889,-0.314814815,0,0,0,,0,175,175,187,1,188,FEM,DIS,150,0,gloria,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,397.1593,398.3915,s,1,0.5529,1,398.3915,398.8915,0.5529,,398.8916,398.8916,0.013888889,-0.314814815,0,0,0,,0,176,176,223,1,224,MAS,DIS,150,0,dedo,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,398.892,399.9583,l,1,0.3837,1,399.9583,400.4583,0.3837,,400.4583,400.4583,0.013888889,-0.314814815,0,0,0,,0,177,177,509,1,510,MAS,DIS,150,1,coyote,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,400.4588,401.4249,s,1,0.296,1,401.4249,401.9249,0.296,,401.9249,401.9249,0.013888889,-0.314814815,0,0,0,,0,178,178,346,1,347,MAS,AGR,150,0,dinero,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,401.9254,403.1415,s,0,0.5343,0,403.1418,403.6416,0.5343,,403.6417,403.6417,0.013888889,-0.314814815,0,0,0,,0,179,179,448,1,449,FEM,AGR,150,1,gamba,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,403.6421,404.7084,s,1,0.3896,1,404.7089,405.2082,0.3896,,405.2087,405.2092,0.013888889,-0.314814815,0,0,0,,0,180,180,328,1,329,MAS,AGR,150,0,primo,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,405.2096,406.3416,l,1,0.4591,1,406.3416,406.8416,0.4591,,406.8416,406.8416,0.013888889,-0.314814815,0,0,0,,0,181,181,424,1,425,FEM,AGR,150,1,orca,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,406.8421,407.8583,s,1,0.3406,1,407.8584,408.3583,0.3406,,408.3583,408.3584,0.013888889,-0.314814815,0,0,0,,0,182,182,309,1,310,MAS,DIS,150,0,color,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,408.3588,409.3583,s,1,0.3291,1,409.3583,409.8583,0.3291,,409.8583,409.8584,0.013888889,-0.314814815,0,0,0,,0,183,183,166,1,167,FEM,AGR,150,0,lengua,la,6,,,,,
