counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/declare_consent,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_keyboard.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,rt,corr,feedback.started,feedback.stopped,response.rt,response.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_touch.clicked_name,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,746.0286,747.1775,s,1,0.4669,1,747.1775,747.6775,0.4669,,747.6775,747.6776,0.248148148,0.063888889,0,0,0,,0,276,276,40,1,41,FEM,AGR,150,0,cruz,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,747.6781,748.8776,s,1,0.5231,1,748.8776,749.3776,0.5231,,749.3776,749.3777,0.248148148,0.063888889,0,0,0,,0,277,277,238,1,239,MAS,AGR,150,0,pozo,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,749.3783,750.3943,s,1,0.3396,1,750.3943,750.8942,0.3396,,750.8942,750.8943,0.248148148,0.063888889,0,0,0,,0,278,278,399,1,400,MAS,DIS,150,0,diario,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,750.8947,751.8943,s,1,0.3184,1,751.8943,752.3943,0.3184,,752.3943,752.3944,0.248148148,0.063888889,0,0,0,,0,279,279,205,1,206,FEM,DIS,150,0,medida,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,752.3947,753.3942,s,1,0.3254,1,753.3942,753.8941,0.3254,,753.8946,753.8949,0.248148148,0.063888889,0,0,0,,0,280,280,251,1,252,MAS,DIS,150,0,coro,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,753.8952,754.8943,s,1,0.3253,1,754.8944,755.3943,0.3253,,755.3944,755.3944,0.248148148,0.063888889,0,0,0,,0,281,281,216,1,217,MAS,AGR,150,0,pelo,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,755.3948,756.4276,s,1,0.3554,1,756.4276,756.9277,0.3554,,756.9277,756.9277,0.248148148,0.063888889,0,0,0,,0,282,282,374,1,375,MAS,AGR,150,0,viento,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,756.9281,757.9777,s,1,0.3687,1,757.9777,758.4777,0.3687,,758.4777,758.4777,0.248148148,0.063888889,0,0,0,,0,283,283,299,1,300,MAS,DIS,150,0,papel,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,758.4781,760.1276,s,1,0.9669,1,760.1277,760.6277,0.9669,,760.6277,760.6278,0.248148148,0.063888889,0,0,0,,0,284,284,57,1,58,FEM,DIS,150,0,loca,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,760.6282,761.9443,l,1,0.6452,1,761.9443,762.4443,0.6452,,762.4444,762.4444,0.248148148,0.063888889,0,0,0,,0,285,285,461,1,462,FEM,DIS,150,1,cebra,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,762.4448,763.6444,s,1,0.5245,1,763.6444,764.1444,0.5245,,764.1449,764.1452,0.248148148,0.063888889,0,0,0,,0,286,286,345,1,346,MAS,DIS,150,0,hombre,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,764.1455,765.2111,s,1,0.3834,1,765.2112,765.711,0.3834,,765.711,765.7111,0.248148148,0.063888889,0,0,0,,0,287,287,225,1,226,MAS,DIS,150,0,bote,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,765.7116,766.8444,l,1,0.4556,1,766.8445,767.3444,0.4556,,767.3444,767.3445,0.248148148,0.063888889,0,0,0,,0,288,288,430,1,431,FEM,AGR,150,1,hiena,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,767.3449,768.4777,s,1,0.4501,1,768.4777,768.9777,0.4501,,768.9777,768.9778,0.248148148,0.063888889,0,0,0,,0,289,289,186,1,187,FEM,AGR,150,0,charla,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,768.9782,769.9945,l,1,0.3412,1,769.9945,770.4944,0.3412,,770.4944,770.4944,0.248148148,0.063888889,0,0,0,,0,290,290,543,1,544,MAS,DIS,150,1,pájaro,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,770.4949,771.7277,s,1,0.5511,1,771.7277,772.2277,0.5511,,772.2282,772.2285,0.248148148,0.063888889,0,0,0,,0,291,291,180,1,181,FEM,AGR,150,0,página,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,772.2288,773.2777,s,1,0.3721,1,773.2778,773.7778,0.3721,,773.7778,773.7779,0.248148148,0.063888889,0,0,0,,0,292,292,38,1,39,FEM,AGR,150,0,cima,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,773.7783,774.7444,s,1,0.2835,1,774.7445,775.2444,0.2835,,775.2445,775.2445,0.248148148,0.063888889,0,0,0,,0,293,293,303,1,304,MAS,DIS,150,0,fondo,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,775.2449,776.2944,s,1,0.3692,1,776.2944,776.7944,0.3692,,776.7944,776.7944,0.248148148,0.063888889,0,0,0,,0,294,294,397,1,398,MAS,DIS,150,0,cheque,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,776.7949,777.761,s,0,0.2893,0,777.7614,778.261,0.2893,,778.261,778.2611,0.248148148,0.063888889,0,0,0,,0,295,295,488,1,489,MAS,AGR,150,1,mono,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,778.2615,779.4111,l,1,0.4745,1,779.4114,779.9112,0.4745,,779.9112,779.9113,0.248148148,0.063888889,0,0,0,,0,296,296,440,1,441,FEM,AGR,150,1,grulla,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,779.9118,781.0613,s,1,0.4705,1,781.0613,781.5611,0.4705,,781.5615,781.5619,0.248148148,0.063888889,0,0,0,,0,297,297,142,1,143,FEM,AGR,150,0,semana,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,781.5621,782.6778,s,1,0.4334,1,782.6779,783.1777,0.4334,,783.1778,783.1778,0.248148148,0.063888889,0,0,0,,0,298,298,26,1,27,FEM,AGR,150,0,bala,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,783.1782,784.3612,l,1,0.5099,1,784.3613,784.8612,0.5099,,784.8612,784.8612,0.248148148,0.063888889,0,0,0,,0,299,299,527,1,528,MAS,DIS,150,1,pato,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,784.8616,785.9112,s,1,0.3777,1,785.9112,786.4112,0.3777,,786.4112,786.4113,0.248148148,0.063888889,0,0,0,,0,300,300,99,1,100,FEM,DIS,150,0,cinta,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,786.4117,787.5446,s,1,0.4513,1,787.5446,788.0444,0.4513,,788.0445,788.0445,0.248148148,0.063888889,0,0,0,,0,301,301,191,1,192,FEM,DIS,150,0,actriz,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,788.045,789.2112,l,1,0.4935,1,789.2113,789.7111,0.4935,,789.7111,789.7111,0.248148148,0.063888889,0,0,0,,0,302,302,434,1,435,FEM,AGR,150,1,araña,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,789.7116,790.7613,s,1,0.3668,1,790.7614,791.2613,0.3668,,791.2617,791.262,0.248148148,0.063888889,0,0,0,,0,303,303,167,1,168,FEM,DIS,150,0,oferta,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,791.2623,792.4611,s,1,0.5169,1,792.4612,792.9613,0.5169,,792.9613,792.9613,0.248148148,0.063888889,0,0,0,,0,304,304,265,1,266,MAS,DIS,150,0,velo,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,792.9618,793.9779,s,1,0.3363,1,793.9779,794.4779,0.3363,,794.4779,794.478,0.248148148,0.063888889,0,0,0,,0,305,305,270,1,271,MAS,AGR,150,0,faro,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,794.4784,795.5446,s,1,0.392,1,795.5446,796.0446,0.392,,796.0446,796.0447,0.248148148,0.063888889,0,0,0,,0,306,306,5,1,6,FEM,DIS,150,0,mamá,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,796.0451,797.0613,s,1,0.3362,1,797.0614,797.5613,0.3362,,797.5613,797.5614,0.248148148,0.063888889,0,0,0,,0,307,307,414,1,415,MAS,AGR,150,0,límite,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,797.5618,798.6446,l,1,0.4123,1,798.6446,799.1445,0.4123,,799.1449,799.1452,0.248148148,0.063888889,0,0,0,,0,308,308,532,1,533,MAS,AGR,150,1,perro,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,799.1456,800.328,s,1,0.5111,1,800.328,800.8279,0.5111,,800.8279,800.8279,0.248148148,0.063888889,0,0,0,,0,309,309,282,1,283,MAS,AGR,150,0,sitio,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,800.8284,802.228,s,1,0.7218,1,802.228,802.728,0.7218,,802.728,802.728,0.248148148,0.063888889,0,0,0,,0,310,310,394,1,395,MAS,AGR,150,0,ladrón,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,802.7284,803.9114,s,1,0.5035,1,803.9114,804.4112,0.5035,,804.4112,804.4113,0.248148148,0.063888889,0,0,0,,0,311,311,403,1,404,MAS,DIS,150,0,rastro,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,804.4117,805.4447,s,1,0.352,1,805.4448,805.9446,0.352,,805.9447,805.9447,0.248148148,0.063888889,0,0,0,,0,312,312,326,1,327,MAS,AGR,150,0,carro,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,805.9451,806.9112,s,1,0.289,1,806.9113,807.4111,0.289,,807.4111,807.4112,0.248148148,0.063888889,0,0,0,,0,313,313,13,1,14,FEM,DIS,150,0,pena,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,807.4116,808.3447,s,1,0.2616,1,808.3448,808.8447,0.2616,,808.8452,808.8455,0.248148148,0.063888889,0,0,0,,0,314,314,54,1,55,FEM,AGR,150,0,seda,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,808.8457,810.0445,s,0,0.527,0,810.0449,810.5446,0.527,,810.5447,810.5447,0.248148148,0.063888889,0,0,0,,0,315,315,487,1,488,MAS,DIS,150,1,gato,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,810.5451,811.628,s,1,0.409,1,811.6284,812.128,0.409,,812.1281,812.1281,0.248148148,0.063888889,0,0,0,,0,316,316,401,1,402,MAS,DIS,150,0,cuento,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,812.1285,813.128,s,1,0.3168,1,813.128,813.6281,0.3168,,813.6281,813.6281,0.248148148,0.063888889,0,0,0,,0,317,317,64,1,65,FEM,AGR,150,0,pipa,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,813.6287,814.628,s,1,0.3174,1,814.6281,815.128,0.3174,,815.1281,815.1281,0.248148148,0.063888889,0,0,0,,0,318,318,273,1,274,MAS,DIS,150,0,mozo,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,815.1285,816.2616,l,1,0.4536,1,816.2616,816.7614,0.4536,,816.7618,816.7621,0.248148148,0.063888889,0,0,0,,0,319,319,493,1,494,MAS,DIS,150,1,toro,la,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,816.7624,817.8114,s,1,0.3753,1,817.8114,818.3114,0.3753,,818.3115,818.3115,0.248148148,0.063888889,0,0,0,,0,320,320,139,1,140,FEM,DIS,150,0,cabeza,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,818.3119,819.3448,s,1,0.3509,1,819.3448,819.8447,0.3509,,819.8447,819.8447,0.248148148,0.063888889,0,0,0,,0,321,321,123,1,124,FEM,DIS,150,0,rueda,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,819.8452,820.9114,s,1,0.3936,1,820.9114,821.4113,0.3936,,821.4113,821.4114,0.248148148,0.063888889,0,0,0,,0,322,322,236,1,237,MAS,AGR,150,0,muro,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,821.4118,822.3946,s,1,0.3081,1,822.3948,822.8947,0.3081,,822.8947,822.8948,0.248148148,0.063888889,0,0,0,,0,323,323,208,1,209,MAS,AGR,150,0,tipo,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,822.8953,823.7948,s,1,0.218,1,823.7949,824.2947,0.218,,824.2947,824.2948,0.248148148,0.063888889,0,0,0,,0,324,324,41,1,42,FEM,DIS,150,0,risa,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,824.2952,825.3948,l,1,0.4218,1,825.3948,825.8949,0.4218,,825.8953,825.8955,0.248148148,0.063888889,0,0,0,,0,325,325,469,1,470,FEM,DIS,150,1,araña,el,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,825.8959,826.9448,s,1,0.3717,1,826.9448,827.4447,0.3717,,827.4448,827.4448,0.248148148,0.063888889,0,0,0,,0,326,326,61,1,62,FEM,DIS,150,0,joya,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,827.4452,828.5282,l,1,0.4038,1,828.5283,829.0282,0.4038,,829.0282,829.0283,0.248148148,0.063888889,0,0,0,,0,327,327,419,1,420,FEM,DIS,150,1,gata,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,829.0286,830.0115,s,1,0.3073,1,830.0116,830.5116,0.3073,,830.5116,830.5116,0.248148148,0.063888889,0,0,0,,0,328,328,275,1,276,MAS,DIS,150,0,mundo,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,830.5121,831.4948,s,1,0.301,1,831.4949,831.9948,0.301,,831.9948,831.9948,0.248148148,0.063888889,0,0,0,,0,329,329,390,1,391,MAS,AGR,150,0,correo,el,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,831.9953,833.0283,s,1,0.3594,1,833.0283,833.5282,0.3594,,833.5287,833.529,0.248148148,0.063888889,0,0,0,,0,330,330,379,1,380,MAS,DIS,150,0,delito,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,833.5293,834.4615,s,1,0.2501,1,834.4616,834.9615,0.2501,,834.9615,834.9615,0.248148148,0.063888889,0,0,0,,0,331,331,285,1,286,MAS,DIS,150,0,punto,la,5,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,834.962,835.9283,s,1,0.2859,1,835.9283,836.4282,0.2859,,836.4282,836.4283,0.248148148,0.063888889,0,0,0,,0,332,332,144,1,145,FEM,AGR,150,0,ciudad,la,6,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,836.4287,837.3615,s,0,0.2576,0,837.3618,837.8615,0.2576,,837.8616,837.8616,0.248148148,0.063888889,0,0,0,,0,333,333,522,1,523,MAS,AGR,150,1,gato,el,4,,,,,
,,,,,,,d7eea95360e6db23e080dec1,67d30250bc6dd184d4aaad81,67d9af59752d01ea00d082fc,2025-03-18_12h29.37.650,Tarea de clasificación semántica,2024.2.5,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,837.862,838.9449,s,1,0.411,1,838.9452,839.4449,0.411,,839.445,839.445,0.248148148,0.063888889,0,0,0,,0,334,334,206,1,207,FEM,AGR,150,0,lógica,la,6,,,,,
