counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/age_years,consent_prescreening.block_1/declare_consent,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,instr_done_keyboard.rt,instr_done_keyboard.duration,presentTrial.started,presentTrial.stopped,response.keys,response.corr,rt,corr,feedback.started,feedback.stopped,response.rt,response.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_touch.clicked_name,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
0,2,25,"[""over_18"",""comfortable"",""read_info"",""consent_given""]",F,"[""none""]","[""spanish""]",0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,81.8831,81.8835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,81.9133,130.4938,,-0.064513889,-0.416493056,1,0,0,instr_done_button,0,0,0,0,1,1,instructions,"INSTRUCCIONES
Va a realizar una prueba de clasificación de palabras. Desde comienzo de la prueba siempre mire al centro de la pantalla. Al cabo de un momento, aparecerán palabras. La tarea consiste en determinar si la palabra del centro (siempre será un sustantivo) se refiere un animal (no humano).

Pulse la tecla ESPACIO para continuar.",0,keyboardresponseNA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,130.4979,231.0503,space,-0.058854167,-0.269717882,0,0,0,,0,1,1,1,1,2,instructions,"En el teclado de su dispositivo, pulse la tecla ""L"" para las palabras que se refieren a animales (por ejemplo: ""buey"") y la tecla ""S"" para las palabras que no se refieren a animales (por ejemplo: ""vecino"").

Pulse la tecla ESPACIO para continuar.",1,keyboardresponseNA.png,100.4784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,231.053,250.9841,space,-0.058854167,-0.269717882,0,0,0,,0,2,2,2,1,3,instructions,"Es muy importante que responda con la mayor rapidez y precisión posibles, ya que cada cadena de letras sólo estará en pantalla durante un instante. Si no responde en ese tiempo, aparecerá el mensaje ""Muy lento"" y el experimento pasará a la siguiente palabra. Los primeros 15 intentos serán de práctica y habrá dos descansos durante la prueba.
Pulse la tecla ESPACIO para iniciar la parte de práctica.",0,keyboardresponseNA.png,19.9096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,286.8746,369.0078,space,0.717326389,0.2621875,0,0,0,,,,,,,,,,,,82.1118,,369.0952,370.8393,s,1,1.0775,1,370.8395,371.3409,1.0775,,371.3415,371.3504,0.717326389,0.2621875,0,0,0,,0,0,0,209,1,210,MAS,DIS,150,0,lado,la,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,371.3519,372.4397,l,1,0.4211,1,372.4399,372.9411,0.4211,,372.9413,372.9416,0.717326389,0.2621875,0,0,0,,0,1,1,513,1,514,MAS,DIS,150,1,buitre,la,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,372.9437,373.8398,s,1,0.2209,1,373.84,374.3399,0.2209,,374.342,374.3469,0.717326389,0.2621875,0,0,0,,0,2,2,10,1,11,FEM,AGR,150,0,ropa,la,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,374.3486,375.2241,l,0,0.2078,0,375.2254,375.7258,0.2078,,375.7259,375.7261,0.717326389,0.2621875,0,0,0,,0,3,3,261,1,262,MAS,DIS,150,0,bate,la,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,375.7282,376.8756,s,1,0.475,1,376.8773,377.3758,0.475,,377.3761,377.3764,0.717326389,0.2621875,0,0,0,,0,4,4,200,1,201,FEM,AGR,150,0,huella,la,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,377.378,378.4246,s,1,0.369,1,378.4247,378.9259,0.369,,378.9261,378.9265,0.717326389,0.2621875,0,0,0,,0,5,5,74,1,75,FEM,AGR,150,0,clase,la,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,378.9287,379.8762,s,1,0.2739,1,379.8763,380.3736,0.2739,,380.3737,380.374,0.717326389,0.2621875,0,0,0,,0,6,6,396,1,397,MAS,AGR,150,0,jurado,el,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,380.3764,381.2403,l,0,0.1861,0,381.2413,381.7403,0.1861,,381.7405,381.7406,0.717326389,0.2621875,0,0,0,,0,7,7,60,1,61,FEM,AGR,150,0,leña,la,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,381.743,382.5902,s,1,0.1826,1,382.5914,383.0905,0.1826,,383.092,383.0968,0.717326389,0.2621875,0,0,0,,0,8,8,415,1,416,MAS,DIS,150,0,aceite,la,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,383.0981,384.0073,s,1,0.239,1,384.0075,384.5072,0.239,,384.5073,384.5077,0.717326389,0.2621875,0,0,0,,0,9,9,85,1,86,FEM,DIS,150,0,prisa,el,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,384.5099,385.3582,s,1,0.1699,1,385.3584,385.8601,0.1699,,385.8602,385.8605,0.717326389,0.2621875,0,0,0,,0,10,10,233,1,234,MAS,DIS,150,0,tono,la,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,385.8626,386.6935,s,1,0.1517,1,386.6936,387.1936,0.1517,,387.1937,387.194,0.717326389,0.2621875,0,0,0,,0,11,11,307,1,308,MAS,DIS,150,0,brazo,la,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,387.1959,388.0415,s,0,0.1664,0,388.0432,388.5431,0.1664,,388.5432,388.5434,0.717326389,0.2621875,0,0,0,,0,12,12,439,1,440,FEM,DIS,150,1,iguana,el,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,388.5455,389.5742,s,0,0.3535,0,389.5744,390.0772,0.3535,,390.079,390.083,0.717326389,0.2621875,0,0,0,,0,13,13,551,1,552,MAS,DIS,150,1,búho,la,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,390.0843,391.1576,s,1,0.4017,1,391.159,391.6592,0.4017,,391.6592,391.6595,0.717326389,0.2621875,0,0,0,,0,14,14,134,1,135,FEM,AGR,150,0,tabla,la,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,391.6617,392.4774,l,0,0.134,0,392.4789,392.9761,0.134,,392.9763,392.9767,0.717326389,0.2621875,0,0,0,,0,15,15,125,1,126,FEM,DIS,150,0,barba,el,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,392.9786,393.9916,s,0,0.3389,0,393.9918,394.4925,0.3389,,394.4927,394.493,0.717326389,0.2621875,0,0,0,,0,16,16,419,1,420,FEM,DIS,150,1,gata,el,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,394.4954,395.4592,s,1,0.3005,1,395.4609,395.9597,0.3005,,395.9597,395.9601,0.717326389,0.2621875,0,0,0,,0,17,17,380,1,381,MAS,AGR,150,0,efecto,el,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,395.9622,396.9941,s,1,0.3499,1,396.9942,397.495,0.3499,,397.4952,397.4955,0.717326389,0.2621875,0,0,0,,0,18,18,296,1,297,MAS,AGR,150,0,hotel,el,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,397.4975,398.4097,s,1,0.2338,1,398.4098,398.9106,0.2338,,398.9127,398.9157,0.717326389,0.2621875,0,0,0,,0,19,19,142,1,143,FEM,AGR,150,0,semana,la,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,398.9167,399.7083,l,1,0.1185,1,399.7084,400.2095,0.1185,,400.2096,400.2099,0.717326389,0.2621875,0,0,0,,0,20,20,457,1,458,FEM,DIS,150,1,mula,el,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,400.2118,401.1418,s,1,0.2543,1,401.1419,401.6455,0.2543,,401.6457,401.6459,0.717326389,0.2621875,0,0,0,,0,21,21,370,1,371,MAS,AGR,150,0,camión,el,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,401.6478,402.7927,s,1,0.4681,1,402.7928,403.2945,0.4681,,403.2946,403.2949,0.717326389,0.2621875,0,0,0,,0,22,22,224,1,225,MAS,AGR,150,0,dios,el,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,403.2969,404.1251,s,1,0.1499,1,404.1253,404.6247,0.1499,,404.6247,404.625,0.717326389,0.2621875,0,0,0,,0,23,23,121,1,122,FEM,DIS,150,0,barra,el,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,404.6275,405.6449,s,1,0.3359,1,405.6452,406.1447,0.3359,,406.1448,406.145,0.717326389,0.2621875,0,0,0,,0,24,24,362,1,363,MAS,AGR,150,0,pasado,el,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,406.147,406.9432,s,1,0.1182,1,406.9434,407.4448,0.1182,,407.4468,407.451,0.717326389,0.2621875,0,0,0,,0,25,25,319,1,320,MAS,DIS,150,0,humor,la,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,407.4523,408.4924,l,0,0.3696,0,408.4939,408.9973,0.3696,,408.9974,408.9976,0.717326389,0.2621875,0,0,0,,0,26,26,223,1,224,MAS,DIS,150,0,dedo,la,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,408.999,409.9427,s,1,0.2733,1,409.9442,410.4431,0.2733,,410.4433,410.4435,0.717326389,0.2621875,0,0,0,,0,27,27,55,1,56,FEM,DIS,150,0,nube,el,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,410.4453,411.4097,s,0,0.3028,0,411.411,411.9105,0.3028,,411.9105,411.9107,0.717326389,0.2621875,0,0,0,,0,28,28,539,1,540,MAS,DIS,150,1,cisne,la,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,411.9133,412.9116,s,1,0.3165,1,412.9132,413.4099,0.3165,,413.4101,413.4105,0.717326389,0.2621875,0,0,0,,0,29,29,92,1,93,FEM,AGR,150,0,nariz,la,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,413.4131,414.4283,s,1,0.3391,1,414.4284,414.926,0.3391,,414.9277,414.9326,0.717326389,0.2621875,0,0,0,,0,30,30,395,1,396,MAS,DIS,150,0,premio,la,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,414.934,415.7454,s,1,0.1408,1,415.7456,416.245,0.1408,,416.2452,416.2454,0.717326389,0.2621875,0,0,0,,0,31,31,393,1,394,MAS,DIS,150,0,abrigo,la,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,416.2474,417.0774,s,0,0.1499,0,417.079,417.5775,0.1499,,417.5776,417.5779,0.717326389,0.2621875,0,0,0,,0,32,32,479,1,480,FEM,DIS,150,1,jirafa,el,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,417.5804,418.7106,s,1,0.4558,1,418.7119,419.2105,0.4558,,419.2106,419.2112,0.717612847,0.261918403,0,0,0,,0,33,33,159,1,160,FEM,DIS,150,0,trampa,el,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,419.2131,420.212,l,1,0.3227,1,420.2122,420.7099,0.3227,,420.71,420.7102,0.717612847,0.262790799,0,0,0,,0,34,34,429,1,430,FEM,DIS,150,1,cabra,el,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,420.7135,421.5109,s,1,0.1324,1,421.5111,422.0112,0.1324,,422.0113,422.0116,0.717612847,0.262790799,0,0,0,,0,35,35,227,1,228,MAS,DIS,150,0,odio,la,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,422.0145,422.8458,s,0,0.1517,0,422.8475,423.3443,0.1517,,423.346,423.3495,0.717612847,0.262790799,0,0,0,,0,36,36,526,1,527,MAS,AGR,150,1,león,el,4,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,423.3505,424.2615,s,0,0.2404,0,424.2617,424.7627,0.2404,,424.7628,424.763,0.717612847,0.262790799,0,0,0,,0,37,37,437,1,438,FEM,DIS,150,1,paloma,el,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,424.765,425.7114,l,0,0.2698,0,425.7115,426.2127,0.2698,,426.2128,426.213,0.717612847,0.262790799,0,0,0,,0,38,38,305,1,306,MAS,DIS,150,0,éxito,la,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,426.215,427.1127,s,0,0.224,0,427.1131,427.613,0.224,,427.6132,427.6133,0.717612847,0.262790799,0,0,0,,0,39,39,448,1,449,FEM,AGR,150,1,gamba,la,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,427.6155,428.4952,s,1,0.202,1,428.4965,428.9952,0.202,,428.9953,428.9957,0.717612847,0.262790799,0,0,0,,0,40,40,119,1,120,FEM,DIS,150,0,tribu,el,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,428.9976,429.9277,s,1,0.2557,1,429.9279,430.428,0.2557,,430.4303,430.4349,0.717612847,0.263081597,0,0,0,,0,41,41,365,1,366,MAS,DIS,150,0,juicio,la,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,430.4361,431.2463,s,0,0.1371,0,431.2479,431.7452,0.1371,,431.7453,431.7456,0.717612847,0.263081597,0,0,0,,0,42,42,483,1,484,FEM,DIS,150,1,gamba,el,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,431.7476,432.5452,s,1,0.1234,1,432.5467,433.0452,0.1234,,433.0453,433.0458,0.717899306,0.263372396,0,0,0,,0,43,43,312,1,313,MAS,AGR,150,0,calor,el,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,433.0481,433.863,l,0,0.1355,0,433.8647,434.3606,0.1355,,434.3608,434.3609,0.717899306,0.263372396,0,0,0,,0,44,44,106,1,107,FEM,AGR,150,0,pieza,la,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,434.3631,435.1775,s,1,0.1519,1,435.1789,435.6775,0.1519,,435.6776,435.6779,0.717899306,0.263372396,0,0,0,,0,45,45,203,1,204,FEM,DIS,150,0,toalla,el,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,435.6801,436.5287,s,1,0.1669,1,436.5288,437.0281,0.1669,,437.0282,437.0285,0.717899306,0.263372396,0,0,0,,0,46,46,76,1,77,FEM,AGR,150,0,novia,la,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,437.031,437.8279,s,1,0.1257,1,437.828,438.3294,0.1257,,438.3309,438.3337,0.717899306,0.263372396,0,0,0,,0,47,47,190,1,191,FEM,AGR,150,0,piedad,la,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,438.3345,439.1476,s,1,0.134,1,439.1477,439.6473,0.134,,439.6474,439.6477,0.717899306,0.263372396,0,0,0,,0,48,48,184,1,185,FEM,AGR,150,0,cuerda,la,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,439.6499,440.5449,s,1,0.2177,1,440.5451,441.0447,0.2177,,441.0448,441.0451,0.717899306,0.263372396,0,0,0,,0,49,49,127,1,128,FEM,DIS,150,0,oreja,el,5,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,441.0477,441.9452,s,1,0.2165,1,441.9454,442.4457,0.2165,,442.4458,442.4461,0.717899306,0.263372396,0,0,0,,0,50,50,156,1,157,FEM,AGR,150,0,escena,la,6,,,,,
,,,,,,,0d28738f2015b0e6a00937a5,67d30250bc6dd184d4aaad81,67d9b33060dd345cce450581,2025-03-18_10h55.07.886,Tarea de clasificación semántica,2024.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,442.4494,443.3471,s,1,0.2154,1,443.3471,443.8446,0.2154,,443.8447,443.8449,0.717899306,0.263372396,0,0,0,,0,51,51,49,1,50,FEM,DIS,150,0,vela,el,4,,,,,
