counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/declare_consent,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,instr_done_keyboard.rt,instr_done_keyboard.duration,presentTrial.started,presentTrial.stopped,response.keys,response.corr,rt,corr,feedback.started,feedback.stopped,response.rt,response.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1345.4012,1346.581,s,1,0.5071,1,1346.5812,1347.0814,0.5071,,1347.083,1347.0839,0.947222222,-0.200925926,0,0,0,,0,430,430,516,1,517,MAS,DIS,150,1,búho,la,4,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1347.0847,1348.3066,l,1,0.5486,1,1348.3068,1348.798,0.5486,,1348.7982,1348.7983,0.947222222,-0.200925926,0,0,0,,0,431,431,370,1,371,MAS,DIS,150,0,camión,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1348.8012,1350.42,l,1,0.947,1,1350.4201,1350.9149,0.947,,1350.9149,1350.915,0.947222222,-0.200925926,0,0,0,,0,432,432,161,1,162,FEM,AGR,150,0,pierna,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1350.9173,1352.0314,l,1,0.4355,1,1352.0315,1352.5316,0.4355,,1352.5317,1352.532,0.947222222,-0.200925926,0,0,0,,0,433,433,14,1,15,FEM,DIS,150,0,mesa,el,4,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1352.534,1353.6365,s,1,0.4307,1,1353.6367,1354.1371,0.4307,,1354.1372,1354.1373,0.947222222,-0.200925926,0,0,0,,0,434,434,440,1,441,FEM,DIS,150,1,grulla,el,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1354.1396,1355.2891,l,1,0.4785,1,1355.2894,1355.788,0.4785,,1355.7881,1355.7882,0.947222222,-0.200925926,0,0,0,,0,435,435,358,1,359,MAS,DIS,150,0,estado,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1355.7904,1357.0544,l,1,0.5936,1,1357.0545,1357.5495,0.5936,,1357.5517,1357.5531,0.947222222,-0.200925926,0,0,0,,0,436,436,271,1,272,MAS,AGR,150,0,amor,el,4,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1357.554,1358.598,l,1,0.3745,1,1358.5981,1359.1041,0.3745,,1359.1041,1359.1043,0.947222222,-0.200925926,0,0,0,,0,437,437,332,1,333,MAS,DIS,150,0,salón,la,5,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1359.1061,1360.3311,l,1,0.5398,1,1360.3315,1360.8199,0.5398,,1360.8202,1360.8208,0.947222222,-0.200925926,0,0,0,,0,438,438,39,1,40,FEM,AGR,150,0,gira,la,4,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1360.8225,1362.0139,s,1,0.5334,1,1362.0142,1362.5195,0.5334,,1362.5195,1362.5196,0.947222222,-0.200925926,0,0,0,,0,439,439,432,1,433,FEM,DIS,150,1,oveja,el,5,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1362.5202,1363.7674,l,1,0.5816,1,1363.7674,1364.269,0.5816,,1364.269,1364.269,0.947222222,-0.200925926,0,0,0,,0,440,440,372,1,373,MAS,DIS,150,0,bosque,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1364.2697,1365.4976,l,1,0.5537,1,1365.4978,1365.997,0.5537,,1365.9971,1365.9972,0.947222222,-0.200925926,0,0,0,,0,441,441,281,1,282,MAS,AGR,150,0,juego,el,5,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1365.9982,1367.0811,l,1,0.4045,1,1367.0812,1367.5693,0.4045,,1367.57,1367.5708,0.947222222,-0.200925926,0,0,0,,0,442,442,321,1,322,MAS,AGR,150,0,viejo,el,5,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1367.5712,1368.7977,l,1,0.5569,1,1368.798,1369.2973,0.5569,,1369.2973,1369.2974,0.947222222,-0.200925926,0,0,0,,0,443,443,136,1,137,FEM,DIS,150,0,feria,el,5,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1369.2987,1370.3812,l,1,0.4082,1,1370.3814,1370.8701,0.4082,,1370.8702,1370.8702,0.947222222,-0.200925926,0,0,0,,0,444,444,140,1,141,FEM,DIS,150,0,maldad,el,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1370.871,1371.9815,l,1,0.4426,1,1371.9815,1372.4863,0.4426,,1372.4863,1372.4865,0.947222222,-0.200925926,0,0,0,,0,445,445,283,1,284,MAS,AGR,150,0,poder,el,5,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1372.4874,1373.7205,l,1,0.5676,1,1373.7206,1374.2138,0.5676,,1374.2139,1374.2139,0.947222222,-0.200925926,0,0,0,,0,446,446,9,1,10,FEM,AGR,150,0,niña,la,4,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1374.2152,1375.7984,s,1,0.895,1,1375.7986,1376.2979,0.895,,1376.2991,1376.3,0.947222222,-0.200925926,0,0,0,,0,447,447,437,1,438,FEM,AGR,150,1,paloma,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1376.3005,1377.5474,l,1,0.574,1,1377.5475,1378.0523,0.574,,1378.0524,1378.0524,0.947222222,-0.200925926,0,0,0,,0,448,448,408,1,409,MAS,DIS,150,0,océano,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1378.053,1379.2306,l,1,0.512,1,1379.2308,1379.7364,0.512,,1379.7365,1379.7365,0.947222222,-0.200925926,0,0,0,,0,449,449,59,1,60,FEM,AGR,150,0,cuna,la,4,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1379.7371,1380.8863,l,1,0.4804,1,1380.8864,1381.3877,0.4804,,1381.3878,1381.388,0.947222222,-0.200925926,0,0,0,,0,450,450,366,1,367,MAS,DIS,150,0,cuello,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1381.39,1382.7147,l,1,0.6352,1,1382.7148,1383.2144,0.6352,,1383.2145,1383.2146,0.947222222,-0.200925926,0,0,0,,0,451,451,24,1,25,FEM,DIS,150,0,piel,el,4,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1383.2157,1384.3058,l,1,0.4171,1,1384.3059,1384.8043,0.4171,,1384.8044,1384.8045,0.947222222,-0.200925926,0,0,0,,0,452,452,285,1,286,MAS,AGR,150,0,punto,el,5,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1384.8067,1385.94,l,1,0.4519,1,1385.9402,1386.4316,0.4519,,1386.4337,1386.4352,0.947222222,-0.200925926,0,0,0,,0,453,453,226,1,227,MAS,DIS,150,0,hijo,la,4,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1386.4359,1387.5979,l,1,0.4871,1,1387.598,1388.0873,0.4871,,1388.0873,1388.0874,0.947222222,-0.200925926,0,0,0,,0,454,454,159,1,160,FEM,AGR,150,0,trampa,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1388.0894,1389.3324,l,1,0.5786,1,1389.3325,1389.8317,0.5786,,1389.8318,1389.832,0.947222222,-0.200925926,0,0,0,,0,455,455,397,1,398,MAS,AGR,150,0,cheque,el,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1389.8347,1390.9365,s,1,0.4164,1,1390.9365,1391.4311,0.4164,,1391.4312,1391.4313,0.947222222,-0.200925926,0,0,0,,0,456,456,510,1,511,MAS,DIS,150,1,conejo,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1391.4322,1392.8137,l,1,0.7197,1,1392.814,1393.3154,0.7197,,1393.3155,1393.316,0.947222222,-0.200925926,0,0,0,,0,457,457,171,1,172,FEM,AGR,150,0,gracia,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1393.318,1394.6049,l,1,0.6166,1,1394.605,1395.103,0.6166,,1395.1041,1395.1055,0.947222222,-0.200925926,0,0,0,,0,458,458,402,1,403,MAS,DIS,150,0,helado,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1395.1063,1396.2878,l,1,0.5115,1,1396.2879,1396.7818,0.5115,,1396.782,1396.7823,0.947222222,-0.200925926,0,0,0,,0,459,459,396,1,397,MAS,DIS,150,0,jurado,la,6,,,,
,,,,,,,16a4f58be8fa8ceacbecdd78,67d30250bc6dd184d4aaad81,67d894f3a737c918560e5c13,2025-03-17_14h36.40.098,Tarea de clasificación semántica,2024.2.5,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,1396.7837,1397.8028,l,1,0.3425,1,1397.8029,1398.3027,0.3425,,1398.3027,1398.3028,0.947222222,-0.200925926,0,0,0,,0,460,460,300,1,301,MAS,DIS,150,0,suelo,la,5,,,,
