counterbalancing_condition,counterbalancing_condition_full,consent_prescreening.block_1/declare_consent,consent_prescreening.block_1/age_years,consent_prescreening.block_1/gender,consent_prescreening.block_1/language_disorder,consent_prescreening.block_1/first_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,check_prescreening_answers.started,check_prescreening_answers.stopped,Instructions.started,Instructions.stopped,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,presentTrial.started,presentTrial.stopped,response.keys,response.corr,rt,corr,feedback.started,feedback.stopped,response.rt,response.duration,instr_done_keyboard.rt,instr_done_keyboard.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,IsAnimal,Prime,Flanker,letters,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,436.3,437.5151,l,1,0.5457,1,437.5152,438.0154,0.5457,,,,438.0155,438.0156,0.219249132,-0.12890191,0,0,0,,0,132,132,133,1,134,FEM,AGR,150,0,fruta,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,438.017,439.332,l,1,0.6354,1,439.3321,439.832,0.6354,,,,439.8321,439.8322,0.219249132,-0.12890191,0,0,0,,0,133,133,330,1,331,MAS,DIS,150,0,motor,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,439.8333,441.0321,l,1,0.5188,1,441.0322,441.5321,0.5188,,,,441.5321,441.5323,0.219249132,-0.12890191,0,0,0,,0,134,134,277,1,278,MAS,AGR,150,0,señor,el,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,441.5335,442.6489,l,1,0.4355,1,442.6489,443.1479,0.4355,,,,443.148,443.148,0.219249132,-0.12890191,0,0,0,,0,135,135,16,1,17,FEM,DIS,150,0,caja,el,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,443.1491,444.5655,l,1,0.7498,1,444.5657,445.0654,0.7498,,,,445.0666,445.0674,0.219249132,-0.12890191,0,0,0,,0,136,136,33,1,34,FEM,AGR,150,0,miel,la,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,445.0682,446.249,s,1,0.5044,1,446.2491,446.7488,0.5044,,,,446.7488,446.749,0.219249132,-0.12890191,0,0,0,,0,137,137,495,1,496,MAS,AGR,150,1,loro,el,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,446.7501,448.0654,l,1,0.6347,1,448.0656,448.5654,0.6347,,,,448.5655,448.5657,0.219249132,-0.12890191,0,0,0,,0,138,138,62,1,63,FEM,DIS,150,0,rama,el,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,448.5669,449.7658,s,1,0.5174,1,449.7659,450.2656,0.5174,,,,450.2656,450.2658,0.219249132,-0.12890191,0,0,0,,0,139,139,492,1,493,MAS,DIS,150,1,pato,la,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,450.2668,451.3324,l,1,0.3834,1,451.3324,451.8323,0.3834,,,,451.8324,451.8324,0.219249132,-0.12890191,0,0,0,,0,140,140,61,1,62,FEM,AGR,150,0,joya,la,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,451.8336,453.0156,l,1,0.5007,1,453.0158,453.5155,0.5007,,,,453.517,453.518,0.219249132,-0.12890191,0,0,0,,0,141,141,336,1,337,MAS,DIS,150,0,plato,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,453.5187,454.7489,l,1,0.561,1,454.7491,455.2489,0.561,,,,455.249,455.2492,0.219249132,-0.12890191,0,0,0,,0,142,142,208,1,209,MAS,DIS,150,0,tipo,la,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,455.2506,456.3658,l,1,0.4343,1,456.3659,456.8658,0.4343,,,,456.8659,456.866,0.219249132,-0.12890191,0,0,0,,0,143,143,320,1,321,MAS,DIS,150,0,dueño,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,456.8674,458.049,l,1,0.5012,1,458.0492,458.549,0.5012,,,,458.549,458.5491,0.219249132,-0.12890191,0,0,0,,0,144,144,353,1,354,MAS,AGR,150,0,minuto,el,6,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,458.5503,459.5822,l,1,0.3506,1,459.5824,460.0823,0.3506,,,,460.0824,460.0826,0.219249132,-0.12890191,0,0,0,,0,145,145,308,1,309,MAS,DIS,150,0,valor,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,460.0837,461.2492,s,1,0.4843,1,461.2493,461.749,0.4843,,,,461.7491,461.7492,0.219249132,-0.12890191,0,0,0,,0,146,146,433,1,434,FEM,AGR,150,1,yegua,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,461.7503,462.9326,s,1,0.499,1,462.9327,463.4326,0.499,,,,463.4339,463.4349,0.219249132,-0.12890191,0,0,0,,0,147,147,490,1,491,MAS,DIS,150,1,pavo,la,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,463.4357,464.4657,l,1,0.3504,1,464.4658,464.9659,0.3504,,,,464.9659,464.9662,0.219249132,-0.12890191,0,0,0,,0,148,148,274,1,275,MAS,DIS,150,0,padre,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,464.9675,466.1325,l,1,0.4838,1,466.1326,466.6325,0.4838,,,,466.6326,466.6327,0.219249132,-0.12890191,0,0,0,,0,149,149,328,1,329,MAS,DIS,150,0,primo,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,466.6338,467.6659,l,1,0.35,1,467.6661,468.1658,0.35,,,,468.166,468.1661,0.219249132,-0.12890191,0,0,0,,0,150,150,17,1,18,FEM,AGR,150,0,boda,la,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,468.1674,469.3492,l,1,0.5003,1,469.3493,469.8493,0.5003,,,,469.8493,469.8495,0.219249132,-0.12890191,0,0,0,,0,151,151,110,1,111,FEM,DIS,150,0,torre,el,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,469.8508,471.1327,l,1,0.6006,1,471.1328,471.6327,0.6006,,,,471.6336,471.6344,0.219249132,-0.12890191,0,0,0,,0,152,152,128,1,129,FEM,DIS,150,0,tarta,el,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,471.6351,473.1327,l,1,0.817,1,473.1328,473.6328,0.817,,,,473.6329,473.6329,0.219249132,-0.12890191,0,0,0,,0,153,153,331,1,332,MAS,AGR,150,0,ritmo,el,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,473.6339,475.0828,l,1,0.7671,1,475.0829,475.5827,0.7671,,,,475.5827,475.5828,0.219249132,-0.12890191,0,0,0,,0,154,154,52,1,53,FEM,DIS,150,0,rosa,el,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,475.5839,476.716,l,1,0.4618,1,476.7162,477.2162,0.4618,,,,477.2162,477.2163,0.219249132,-0.12890191,0,0,0,,0,155,155,373,1,374,MAS,AGR,150,0,puente,el,6,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,477.2176,478.5663,l,1,0.6792,1,478.5665,479.0662,0.6792,,,,479.0663,479.0665,0.219249132,-0.12890191,0,0,0,,0,156,156,135,1,136,FEM,AGR,150,0,grasa,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,479.0677,481.7155,,0,0.6792,-1,481.7162,482.2161,,,,,482.2163,482.2164,0.219249132,-0.12890191,0,0,0,,0,157,157,263,1,264,MAS,AGR,150,0,yate,el,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,482.2174,483.3663,l,1,0.4675,1,483.3676,483.8662,0.4675,,,,483.8672,483.8682,0.219249132,-0.12890191,0,0,0,,0,158,158,288,1,289,MAS,DIS,150,0,cielo,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,483.8691,484.9328,l,1,0.3834,1,484.933,485.4328,0.3834,,,,485.4329,485.433,0.219249132,-0.12890191,0,0,0,,0,159,159,315,1,316,MAS,AGR,150,0,reloj,el,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,485.4341,486.5162,l,1,0.3999,1,486.5164,487.0162,0.3999,,,,487.0163,487.0164,0.219249132,-0.12890191,0,0,0,,0,160,160,270,1,271,MAS,DIS,150,0,faro,la,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,487.0176,488.4496,l,1,0.7506,1,488.4498,488.949,0.7506,,,,488.9491,488.9493,0.219249132,-0.12890191,0,0,0,,0,161,161,168,1,169,FEM,DIS,150,0,fuente,el,6,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,488.9504,490.0997,l,1,0.4672,1,490.0999,490.5997,0.4672,,,,490.5998,490.6,0.219249132,-0.12890191,0,0,0,,0,162,162,179,1,180,FEM,AGR,150,0,sombra,la,6,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,490.6013,492.1662,l,1,0.8839,1,492.1664,492.6663,0.8839,,,,492.6664,492.6665,0.219249132,-0.12890191,0,0,0,,0,163,163,2,1,3,FEM,DIS,150,0,cosa,el,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,492.6677,493.8996,s,1,0.55,1,493.8997,494.3998,0.55,,,,494.4012,494.4019,0.219249132,-0.12890191,0,0,0,,0,164,164,537,1,538,MAS,AGR,150,1,lince,el,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,494.4025,495.4832,l,1,0.4055,1,495.4833,495.9832,0.4055,,,,495.9833,495.9835,0.219249132,-0.12890191,0,0,0,,0,165,165,325,1,326,MAS,AGR,150,0,video,el,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,495.9847,497.1497,s,1,0.4957,1,497.1498,497.6498,0.4957,,,,497.6499,497.65,0.219249132,-0.12890191,0,0,0,,0,166,166,454,1,455,FEM,DIS,150,1,gata,el,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,497.6514,499.2832,l,1,0.9501,1,499.2833,499.7831,0.9501,,,,499.7831,499.7833,0.219249132,-0.12890191,0,0,0,,0,167,167,333,1,334,MAS,AGR,150,0,actor,el,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,499.7844,500.8332,l,1,0.3663,1,500.8333,501.3332,0.3663,,,,501.3333,501.3334,0.219249132,-0.12890191,0,0,0,,0,168,168,181,1,182,FEM,AGR,150,0,altura,la,6,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,501.3344,502.45,l,1,0.4339,1,502.4501,502.95,0.4339,,,,502.9515,502.9526,0.219249132,-0.12890191,0,0,0,,0,169,169,279,1,280,MAS,AGR,150,0,miedo,el,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,502.9535,503.9832,s,1,0.3509,1,503.9834,504.4832,0.3509,,,,504.4834,504.4835,0.219249132,-0.12890191,0,0,0,,0,170,170,526,1,527,MAS,DIS,150,1,león,la,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,504.4845,505.5322,s,1,0.3669,1,505.5324,506.0332,0.3669,,,,506.0333,506.0334,0.219249132,-0.12890191,0,0,0,,0,171,171,428,1,429,FEM,DIS,150,1,cobra,el,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,506.0345,507.0999,l,1,0.3845,1,507.0999,507.5999,0.3845,,,,507.6,507.6001,0.219249132,-0.12890191,0,0,0,,0,172,172,78,1,79,FEM,DIS,150,0,vista,el,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,507.6012,508.8163,l,1,0.5338,1,508.8166,509.3165,0.5338,,,,509.3167,509.3168,0.219249132,-0.12890191,0,0,0,,0,173,173,258,1,259,MAS,DIS,150,0,mito,la,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,509.318,510.4335,l,1,0.4332,1,510.4336,510.9333,0.4332,,,,510.9334,510.9336,0.219249132,-0.12890191,0,0,0,,0,174,174,123,1,124,FEM,AGR,150,0,rueda,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,510.9346,511.966,l,1,0.3504,1,511.9661,512.4667,0.3504,,,,512.4677,512.4686,0.219249132,-0.12890191,0,0,0,,0,175,175,40,1,41,FEM,DIS,150,0,cruz,el,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,512.4695,513.4501,l,1,0.3006,1,513.4503,513.95,0.3006,,,,513.95,513.9501,0.219249132,-0.12890191,0,0,0,,0,176,176,413,1,414,MAS,AGR,150,0,templo,el,6,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,513.9512,514.9501,l,1,0.3171,1,514.9501,515.45,0.3171,,,,515.4501,515.4503,0.219249132,-0.12890191,0,0,0,,0,177,177,212,1,213,MAS,DIS,150,0,plan,la,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,515.4515,516.6835,l,1,0.5495,1,516.6836,517.1834,0.5495,,,,517.1835,517.1836,0.219249132,-0.12890191,0,0,0,,0,178,178,306,1,307,MAS,DIS,150,0,huevo,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,517.1848,518.3002,l,1,0.4327,1,518.3004,518.8,0.4327,,,,518.8002,518.8003,0.219249132,-0.12890191,0,0,0,,0,179,179,385,1,386,MAS,AGR,150,0,pedazo,el,6,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,518.8014,519.8325,l,1,0.3516,1,519.8326,520.3336,0.3516,,,,520.3351,520.3362,0.219249132,-0.12890191,0,0,0,,0,180,180,159,1,160,FEM,AGR,150,0,trampa,la,6,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,520.3371,521.5334,s,1,0.5172,1,521.5335,522.0335,0.5172,,,,522.0336,522.0337,0.219249132,-0.12890191,0,0,0,,0,181,181,446,1,447,FEM,DIS,150,1,avispa,el,6,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,522.0351,523.0833,s,1,0.377,1,523.0833,523.5828,0.377,,,,523.5829,523.583,0.219249132,-0.12890191,0,0,0,,0,182,182,510,1,511,MAS,DIS,150,1,conejo,la,6,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,523.5843,524.6003,l,1,0.3359,1,524.6003,525.0992,0.3359,,,,525.0993,525.0993,0.219249132,-0.12890191,0,0,0,,0,183,183,28,1,29,FEM,DIS,150,0,bola,el,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,525.1002,526.1169,l,1,0.3374,1,526.117,526.6168,0.3374,,,,526.617,526.6172,0.219249132,-0.12890191,0,0,0,,0,184,184,302,1,303,MAS,DIS,150,0,baile,la,5,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,526.6181,527.8827,l,1,0.5845,1,527.8828,528.3826,0.5845,,,,528.3828,565.0678,0.033411458,-0.085416667,0,0,0,space,0,185,185,36,1,37,FEM,DIS,150,0,caza,el,4,36.6549,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,565.0688,566.2174,l,1,0.4773,1,566.2175,566.7167,0.4773,,,,566.7179,566.7188,0.033411458,-0.085416667,0,0,0,,0,186,186,172,1,173,FEM,DIS,150,0,camisa,el,6,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,566.7195,567.6668,l,1,0.2671,1,567.6669,568.1677,0.2671,,,,568.1679,568.168,0.033411458,-0.085416667,0,0,0,,0,187,187,261,1,262,MAS,AGR,150,0,bate,el,4,,,,
,,,,,,,b36df5d59851e9496fc7d319,67d30250bc6dd184d4aaad81,67d9c6cd59cc83e1932c4ecb,2025-03-18_13h18.15.401,Tarea de clasificación semántica,2024.2.5,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,568.169,569.1837,l,1,0.3464,1,569.1839,569.6835,0.3464,,,,569.6836,569.6837,0.033411458,-0.085416667,0,0,0,,0,188,188,3,1,4,FEM,AGR,150,0,hora,la,4,,,,
