TrialID,Gender,StimulusType,Condition,PrimeDuration,Prime,Flanker,PairedWith,Transparency
203,FEM,WORD,DIS,150,leña,el,beja,Transparent
204,FEM,NOWORD,AGR,150,beja,la,leña,Transparent
205,FEM,WORD,AGR,150,rana,la,bara,Transparent
206,FEM,NOWORD,DIS,150,bara,el,rana,Transparent
207,MAS,WORD,AGR,150,kilo,el,kedo,Transparent
208,MAS,NOWORD,AGR,150,kedo,el,kilo,Transparent
209,MAS,WORD,DIS,150,velo,la,dero,Transparent
210,MAS,NOWORD,DIS,150,dero,la,velo,Transparent
211,FEM,WORD,DIS,150,joya,el,joad,Transparent
212,FEM,NOWORD,AGR,150,joad,la,joya,Opaque
213,FEM,WORD,AGR,150,rama,la,bana,Transparent
214,FEM,NOWORD,DIS,150,bana,el,rama,Transparent
215,FEM,WORD,DIS,150,raíz,el,raua,Opaque
216,FEM,NOWORD,AGR,150,raua,la,raíz,Transparent
217,MAS,WORD,AGR,150,luto,el,budo,Transparent
218,MAS,NOWORD,DIS,150,budo,la,luto,Transparent
219,FEM,WORD,AGR,150,pipa,la,miva,Transparent
220,FEM,NOWORD,AGR,150,miva,la,pipa,Transparent
221,FEM,WORD,DIS,150,mula,el,puca,Transparent
222,FEM,NOWORD,DIS,150,puca,el,mula,Transparent
223,FEM,WORD,AGR,150,cera,la,cira,Transparent
224,FEM,NOWORD,AGR,150,cira,la,cera,Transparent
225,MAS,WORD,DIS,150,lodo,la,boco,Transparent
226,MAS,NOWORD,DIS,150,boco,la,lodo,Transparent
227,MAS,WORD,AGR,150,faro,el,laro,Transparent
228,MAS,NOWORD,AGR,150,laro,el,faro,Transparent
229,MAS,WORD,DIS,150,amor,la,ador,Opaque
230,MAS,NOWORD,DIS,150,ador,la,amor,Opaque
231,FEM,WORD,DIS,150,bota,el,heta,Transparent
232,FEM,NOWORD,AGR,150,heta,la,bota,Transparent
233,FEM,WORD,AGR,150,lana,la,fasa,Transparent
234,FEM,NOWORD,DIS,150,fasa,el,lana,Transparent
235,FEM,WORD,DIS,150,grúa,el,tria,Transparent
236,FEM,NOWORD,AGR,150,tria,la,grúa,Transparent
237,MAS,WORD,AGR,150,nudo,el,huco,Transparent
238,MAS,NOWORD,DIS,150,huco,la,nudo,Transparent
239,MAS,WORD,DIS,150,mozo,la,poño,Transparent
240,MAS,NOWORD,AGR,150,poño,el,mozo,Transparent
241,MAS,WORD,AGR,150,mundo,el,mirdo,Transparent
242,MAS,NOWORD,DIS,150,mirdo,la,mundo,Transparent
243,MAS,WORD,DIS,150,amigo,la,asamo,Transparent
244,MAS,NOWORD,AGR,150,asamo,el,amigo,Transparent
245,FEM,WORD,AGR,150,madre,la,pafle,Opaque
246,FEM,NOWORD,DIS,150,pafle,el,madre,Opaque
247,FEM,WORD,DIS,150,chica,el,trida,Transparent
248,FEM,NOWORD,AGR,150,trida,la,chica,Transparent
249,FEM,WORD,AGR,150,clase,la,plane,Opaque
250,FEM,NOWORD,DIS,150,plane,el,clase,Opaque
251,MAS,WORD,AGR,150,señor,el,refor,Opaque
252,MAS,NOWORD,AGR,150,refor,el,señor,Opaque
253,MAS,WORD,DIS,150,chico,la,trido,Transparent
254,MAS,NOWORD,DIS,150,trido,la,chico,Transparent
